Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2900/EE/RED/GKP/25-26 Date 07-02-26,2026_REDUP_1121779_33,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical,EXECUTIVE ENGINEER,Vikash Bhawan,1.0,SBI Bank,Block-Piprauli Gram Panchayat Baghagara k Tola Jeetpur mein Ajay Nishad ke Makan se Vijayi Nishad ke Makan Tak CC Road Ka Nirman,Block-Piprauli Gram Panchayat Baghagara ke Tola Jeetpur mein Ajay Nishad ke Makan se Vijayi Nishad ke Makan Tak CC Road Ka Nirman,Please refer Tender documents. ,NA ,"11,03,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,08-Mar-2026 09:00 AM,16-Mar-2026 09:00 AM,08-Mar-2026 09:00 AM,15-Mar-2026 12:00 PM,NA ,NA ,08-Mar-2026 09:00 AM,15-Mar-2026 12:00 PM,19-Mar-2026 03:00 PM,812.0,Nil,Nil,No,"22,060",No,percentage,2.0%,Nil,Nil,AOC,1.0,5973172.0,M/s Piyush Enterprises,INR,"1,101,619",Executive Engineer,Internal,,Abhishek Rai,20-Mar-2026 12:28 PM,finsummary_2087884.pdf (152.96 KB),Finance,Opend,Abhishek Rai,20-Mar-2026 08:11 AM,,BOQ Comparative Chart,1,5972713,KHUSHI ENTERPRISES,14-Mar-2026 08:07 PM,Rejected-AOC,L2,01-Jun-2026 01:34 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1121779_33,2900/EE/RED/GKP/25-26 Date 07-02-26,Block-Piprauli Gram Panchayat Baghagara k Tola Jeetpur mein Ajay Nishad ke Makan se Vijayi Nishad ke Makan Tak CC Road Ka Nirman,Executive Engineer,Internal,,Suresh Kumar Jaiswal,19-Mar-2026 02:43 PM,19-Mar-2026 03:00 PM,techsummary_2087884.pdf (458.30 KB),10-Apr-2026,"INR 1,101,619",90.0,Abhishek Rai,01-Jun-2026 01:34 PM,bpdf.pdf (153.00 KB),Technical,Opend,Abhishek Rai,17-Mar-2026 12:15 PM,,AOC
,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5973172,M/s Piyush Enterprises,14-Mar-2026 07:51 PM,Accepted-AOC,L1,01-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
