Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,186/NP/NV/15VA/2026-27,2026_DOLBU_1147474_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,737.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,Fee/PreQual/Technical,.pdf,tech,EO and JEsandila,sandila,12-May-2026 11:00 AM,09-Jun-2026 11:00 AM,12-May-2026 11:00 AM,08-Jun-2026 05:00 PM,NA ,NA ,12-May-2026 11:00 AM,08-Jun-2026 05:00 PM,09-Jun-2026 02:10 PM,1-npp sandila w24 me era optical center se rafi ahmad ke makan se rumi ke makan tak va fayyaz ke makan se aijaz ke makan tak va waseem ke makan se abrar ke makan tak nali va cc road nali,1-npp sandila w24 me era optical center se rafi ahmad ke makan se rumi ke makan tak va fayyaz ke makan se aijaz ke makan tak va waseem ke makan se abrar ke makan tak nali va cc road nali,Please refer Tender documents. ,NA ,"7,36,969",Civil Works,NA ,Tender,90.0,90.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,date extend and condition apply,Date,,"62,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,AOC,Technical,4 admitted,Shiv Kumar,09-Jun-2026 01:46 PM,,eo and je,Internal,,Shiv Kumar,09-Jun-2026 02:29 PM,finsummary_2146714.pdf (402.46 KB),Finance,SANJAY TIWARI CONTRACTOR WINNER,Shiv Kumar,09-Jun-2026 02:26 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,09-Jun-2026 01:59 PM,09-Jun-2026 02:10 PM,techsummary_2146714.pdf (861.63 KB),09-Jun-2026,"INR 612,568",90.0,Shiv Kumar,09-Jun-2026 02:32 PM,comp1.pdf (402.00 KB),Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1147474_1,186/NP/NV/15VA/2026-27,1-npp sandila w24 me era optical center se rafi ahmad ke makan se rumi ke makan tak va fayyaz ke makan se aijaz ke makan tak va waseem ke makan se abrar ke makan tak nali va cc road nali,1.0,6154929.0,M/S SANJAY TIWARI CONTRACTOR,INR,"612,568",1.0,6179953.0,MOHD BILAL THEKEDAR,08-Jun-2026 04:31 PM,Rejected-AOC,L2,09-Jun-2026 02:32 PM,AOC
,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6178959.0,M/S ABDUL MOIZ CONTRACTOR,08-Jun-2026 12:52 PM,Rejected-AOC,L4,09-Jun-2026 02:32 PM,AOC
,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6154929.0,M/S SANJAY TIWARI CONTRACTOR,30-May-2026 04:21 PM,Accepted-AOC,L1,09-Jun-2026 02:32 PM,AOC
,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6180039.0,UMESH CHANDRA RATHORE CONTRACTOR,08-Jun-2026 04:52 PM,Rejected-AOC,L3,09-Jun-2026 02:32 PM,AOC
,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
