Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_166,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,350",Nil,Nil,No,"72,033",No,fixed,,Nil,Nil,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,20-Apr-2026 03:15 PM,1.0,SBI Bank,EO NPP DEORIA,NPP DEORIA,WARD NO.20 ME BERMAHIYA MANDIR CAMPUS ME INTERLOCKING NIRMAN KARYA,WARD NO.20 ME BERMAHIYA MANDIR CAMPUS ME INTERLOCKING NIRMAN KARYA,Please refer Tender documents. ,NA ,"7,20,333",Civil Works,NA ,Tender,90.0,30.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,AOC,Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,18-Apr-2026 01:09 PM,,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_166,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.20 ME BERMAHIYA MANDIR CAMPUS ME INTERLOCKING NIRMAN KARYA,1.0,5979116.0,BEENA SINGH CONSTRUCTION,INR,"2,104,701",1,5979116,BEENA SINGH CONSTRUCTION,16-Mar-2026 07:06 PM,Accepted-AOC,L1,02-Jun-2026 09:42 PM,Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,20-Apr-2026 09:05 PM,,BOQ Comparative Chart,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Sanjay kumar Tiwari,21-Apr-2026 08:37 AM,finsummary_2085360.pdf (89.71 KB),16-May-2026,"INR 2,104,701",30.0,Sanjay kumar Tiwari,02-Jun-2026 09:42 PM,166.pdf (500.00 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,20-Apr-2026 03:05 PM,20-Apr-2026 03:15 PM,techsummary_2085360.pdf (457.79 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,2,5979214,HARENDRA SINGH,16-Mar-2026 07:14 PM,Rejected-Finance,L2,21-Apr-2026 08:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3,5979238,M/S DILIP NATH TRIPATHI THEKEDAR,16-Mar-2026 07:21 PM,Rejected-Finance,L3,21-Apr-2026 08:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
