Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Gorakhpur Industrial Development Authority,2026_UGIDA_1143345_1,513/GIDA/2026-27 DT. 24.04.2026,Cleaning of road tracks and drains culverts under Sector 23 Phase 1 and Phase 2 of GIDA area,1.0,6097167.0,M/s S.K Traders,INR,"444,753.32",1,6097476,korearch infrastructure private limited,07-May-2026 11:13 PM,Rejected-Technical,NOT RESPONSIVE,13-May-2026 04:53 PM,16-Jun-2026,"INR 444,753.32",90.0,vivek kumar verma,16-Jun-2026 10:50 AM,513.pdf (488.00 KB),CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,13-May-2026 04:53 PM,13-May-2026 04:55 PM,techsummary_2135632.pdf (522.32 KB),Finance,BID OPENED,VIBHOR TYAGI,13-May-2026 05:45 PM,,BOQ Comparative Chart,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,16-Jun-2026 10:48 AM,finsummary_2135632.pdf (487.67 KB),Technical,BID OPENED,VIBHOR TYAGI,08-May-2026 05:02 PM,,AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,Cleaning of road tracks and drains culverts under Sector 23 Phase 1 and Phase 2 of GIDA area,Cleaning of road tracks and drains culverts under Sector 23 Phase 1 and Phase 2 of GIDA area,Please refer Tender documents. ,NA ,"8,23,770",Civil Works,NA ,Tender,90.0,90.0,GIDA GORAKHPUR,273212.0,NA ,NA ,NA ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,"1,180",Nil,Nil,No,"83,000",No,fixed,,Nil,Nil,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,Gorakhpur Industrial Development Authority,513/GIDA/2026-27 DT. 24.04.2026,2026_UGIDA_1143345_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,29-Apr-2026 11:00 AM,08-May-2026 04:00 PM,29-Apr-2026 11:00 AM,08-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 11:00 AM,08-May-2026 03:00 PM,13-May-2026 04:55 PM,AOC
,,,,,,,,,2,6090081,M/s M.K Traders,07-May-2026 07:53 PM,Rejected-Finance,L2,16-Jun-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6097167,M/s S.K Traders,08-May-2026 12:41 PM,Accepted-AOC,L1,16-Jun-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
