Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE,Ghaziabad Nagar Nigam,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,20-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,416",Nil,Nil,No,1.0,SBI Bank,"24,093",No,percentage,3.0%,Nil,Nil,"Work of drain and interlocking tiles from Khannaji house to Hans General Store and in Devrajwali Gali in Ward-88, Dayanand Nagar.","Work of drain and interlocking tiles from Khannaji house to Hans General Store and in Devrajwali Gali in Ward-88, Dayanand Nagar.",Please refer Tender documents. ,NA ,"8,03,109",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,AOC,1,6080612,A3R ENTERPRISE,30-Apr-2026 02:21 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_25,116/Nirman/2026-27 Date 04.04.2026,"Work of drain and interlocking tiles from Khannaji house to Hans General Store and in Devrajwali Gali in Ward-88, Dayanand Nagar.",ce,Internal,,Kuldeep Kumar Tamar,15-Jun-2026 02:17 PM,finsummary_2121875.pdf (357.47 KB),Finance,Finance,narendra kumar chaudhary,21-May-2026 04:07 PM,,BOQ Comparative Chart,1.0,6078602.0,Sarthak construction,INR,"682,642",Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 05:34 PM,,15-Jun-2026,"INR 682,642",30.0,Kuldeep Kumar Tamar,15-Jun-2026 02:21 PM,25116.pdf (357.00 KB),CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 01:18 PM,20-May-2026 12:00 PM,techsummary_2121875.pdf (1012.15 KB),AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6078042,A P CONSTRUCTION COMPANY,30-Apr-2026 08:33 AM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6075557,BALAJI CONSTRUUCTION,28-Apr-2026 07:14 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6077711,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:26 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,6063019,M/S BHARAT INFRA HUF,22-Apr-2026 03:37 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,6079420,MS BUILDWELL,30-Apr-2026 01:17 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,6077279,M/S CHANDRAMOHAN SINGH RAGHUVANSHI,29-Apr-2026 09:33 PM,Rejected-Technical,all requried not complete,19-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,6063524,M/S CHOUDHARY ASSOCIATES,23-Apr-2026 08:06 AM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,6072789,M/S GAUD AND CONSTRUCTION COMPNAY,27-Apr-2026 07:03 PM,Rejected-Technical,all requried not complete,19-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,6080181,M/s Mahadev Constructions,30-Apr-2026 12:54 PM,Rejected-Finance,L2,15-Jun-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
