EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"1,50,000",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",138/A.A.3/25-26,2026_NNKAN_1110182_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,C.E.3,Zone 3,Imp. Road With Humen pipe from Yakub Parchun to Baba Pipleshwar Mandir in ward 105 Zone 03,Imp. Road With Humen pipe from Yakub Parchun to Baba Pipleshwar Mandir in ward 105 Zone 03,Please refer Tender documents. ,NA ,"15,00,000",Civil Works,NA ,Tender,60.0,NA ,Imp. Road With Humen pipe from Yakub Parchun to,208040.0,NA ,NA ,NA ,C.E.3,No ,No,1.0,SBI Bank,28-Jan-2026 05:00 PM,06-Feb-2026 04:00 PM,28-Jan-2026 05:00 PM,06-Feb-2026 03:00 PM,NA ,NA ,28-Jan-2026 05:00 PM,06-Feb-2026 03:00 PM,"1,180",Nil,Nil,No,AOC,C.e.,Internal,,RAJESH KUMAR,17-Mar-2026 12:35 PM,finsummary_2050166.pdf (844.79 KB),C.E.,Internal,,RAJESH KUMAR,17-Mar-2026 12:30 PM,techsummary_2050166.pdf (844.79 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1110182_1,138/A.A.3/25-26,Imp. Road With Humen pipe from Yakub Parchun to Baba Pipleshwar Mandir in ward 105 Zone 03,1.0,5845818.0,MALIK CONSTRUCTIONS,INR,"1,477,349",1,5845920,AMAAN ENTERPRISES,05-Feb-2026 11:18 PM,Rejected-Finance,L3,17-Mar-2026 12:35 PM,04-Jun-2026,"INR 1,477,349",60.0,RAJESH KUMAR,04-Jun-2026 04:53 PM,138.pdf (440.00 KB),Work Order,Finance,Tender Open,RAJESH KUMAR,17-Mar-2026 12:25 PM,finance_2050166.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5845818,MALIK CONSTRUCTIONS,05-Feb-2026 10:40 PM,Accepted-AOC,L1,04-Jun-2026 04:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5845871,M/s India Traders,05-Feb-2026 10:59 PM,Rejected-Finance,L2,17-Mar-2026 12:35 PM,,,,,,,,,,,,,,AOC
