Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
24-Jun-2026,"INR 737,013.33",90.0,ShashiBhushan Yadav,25-Jun-2026 04:57 PM,vijayGadhi.pdf (157.00 KB),1,6041764,Rudra Engineers and Builders,11-Apr-2026 09:34 PM,Rejected-Finance,L2,01-Jun-2026 12:30 PM,1.0,6040492.0,SP ENTERPRISES,INR,"737,013.33",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1134316_4,226/RED/GBN/2025-26/Dt- 10.03.2026,Construction of Interlocking and Drain work at Subhash Tomar house to Vijay Pal Tomar in Gadhi Chaukhandi.,Finance,Summary,ShashiBhushan Yadav,05-May-2026 02:38 PM,finance_2117610.pdf,BOQ Comparative Chart,SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,30-Apr-2026 06:37 PM,05-May-2026 12:00 PM,techsummary_2117610.pdf (219.18 KB),Technical,Summary,ShashiBhushan Yadav,30-Apr-2026 05:38 PM,technical_2117610.pdf,SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,01-Jun-2026 12:30 PM,finsummary_2117610.pdf (219.18 KB),AOC,1.0,SBI Bank,"15,000",No,fixed,,Nil,Nil,08-Apr-2026 09:00 AM,13-Apr-2026 03:30 PM,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,NA ,NA ,08-Apr-2026 09:00 AM,13-Apr-2026 12:00 PM,05-May-2026 12:00 PM,EE RED GBN,EE RED GBN,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,226/RED/GBN/2025-26/Dt- 10.03.2026,2026_REDUP_1134316_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,T1,Construction of Interlocking and Drain work at Subhash Tomar house to Vijay Pal Tomar in Gadhi Chaukhandi.,Construction of Interlocking and Drain work at Subhash Tomar house to Vijay Pal Tomar in Gadhi Chaukhandi.,Civil Work  ,NA ,"7,38,000",Civil Works,NA ,Tender,90.0,90.0,EE RED GBN,201306.0,NA ,NA ,NA ,EE RED GBN,No ,No,AOC
,,,,,,2,6040492,SP ENTERPRISES,10-Apr-2026 06:53 PM,Accepted-AOC,L1,25-Jun-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
