Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
01-Jun-2026,"INR 2,725,938",90.0,Aniruddh Kumar Yadav,01-Jun-2026 03:02 PM,vishunpurwaAOC.pdf (259.00 KB),Technical,bids received,Aniruddh Kumar Yadav,19-May-2026 06:21 PM,,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,19-May-2026 06:24 PM,25-May-2026 11:00 AM,techsummary_2127862.pdf (495.12 KB),EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,01-Jun-2026 02:53 PM,finsummary_2127862.pdf (515.88 KB),Finance,bids received,Aniruddh Kumar Yadav,25-May-2026 05:38 PM,,BOQ Comparative Chart,1.0,6083554.0,Satyam Construction,INR,"2,725,938",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1138505_29,21/RED/Chandauli/26-27 Date-04-04-2026,Vikas Khand Shahabganj ke Gram Panchayat Vishunpurwa me Surendra Dubey ke khet se Ramdhani ke ghar tak CC road nirman karya.,1,6083804,M/S MAYANK ENTERPRISES,03-May-2026 06:34 PM,Rejected-Finance,2nd bidder,01-Jun-2026 02:53 PM,AOC,1,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,EE RED Chandauli,EE RED Chandauli,"1,175",Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,21/RED/Chandauli/26-27 Date-04-04-2026,2026_REDUP_1138505_29,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"64,100",No,fixed,,Nil,Nil,20-Apr-2026 06:00 PM,04-May-2026 12:30 PM,20-Apr-2026 06:00 PM,04-May-2026 12:00 PM,NA ,NA ,20-Apr-2026 06:00 PM,04-May-2026 12:00 PM,25-May-2026 11:00 AM,Vikas Khand Shahabganj ke Gram Panchayat Vishunpurwa me Surendra Dubey ke khet se Ramdhani ke ghar tak CC road nirman karya.,Vikas Khand Shahabganj ke Gram Panchayat Vishunpurwa me Surendra Dubey ke khet se Ramdhani ke ghar tak CC road nirman karya.,Please refer Tender documents. ,NA ,"32,05,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Shahabganj,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6083554,Satyam Construction,03-May-2026 02:44 PM,Accepted-AOC,1st Lowest,01-Jun-2026 03:02 PM,AOC,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
