Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1148154_1,Notice No. 45 date 06-04-2026,construction of Interlocking and CC Road at Civil Line Stretchy mail raod to Rajdar Ravindra Singh house to Dr kokhar house,1.0,6121439.0,ABHISHEK ASSOCIATE,INR,"2,137,811.94",1.0,6121439.0,ABHISHEK ASSOCIATE,18-May-2026 07:41 PM,Accepted-AOC,accepted,01-Jun-2026 07:10 PM,01-Jun-2026,"INR 2,137,811.94",90.0,Satyaprakash Mishra,01-Jun-2026 07:09 PM,strechy.pdf (1221.00 KB),AWARD OF CONTRACT,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,30-May-2026 01:37 PM,01-Jun-2026 03:00 PM,techsummary_2148892.pdf (370.40 KB),Finance,d,Satyaprakash Mishra,01-Jun-2026 06:47 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,01-Jun-2026 07:07 PM,finsummary_2148892.pdf (1220.56 KB),Technical,d,Satyaprakash Mishra,27-May-2026 12:47 PM,,AOC,eeredallahabad,eeredallahabad,13-May-2026 05:20 PM,26-May-2026 01:00 PM,13-May-2026 05:20 PM,25-May-2026 05:00 PM,NA ,NA ,13-May-2026 05:20 PM,25-May-2026 05:00 PM,01-Jun-2026 03:00 PM,1.0,SBI Bank,1,Corrigendum date,Date,,"2,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,pdf,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 45 date 06-04-2026,2026_REDUP_1148154_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,construction of Interlocking and CC Road at Civil Line Stretchy mail raod to Rajdar Ravindra Singh house to Dr kokhar house,construction of Interlocking and CC Road at Civil Line Stretchy mail raod to Rajdar Ravindra Singh house to Dr kokhar house,Please refer Tender documents. ,NA ,"21,43,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,"43,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2.0,6121440.0,GAURAV ASSOCIATE,17-May-2026 01:12 AM,Rejected-Finance,Higher,01-Jun-2026 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,Corrigendum,Other,,,,,,2.0,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3,Technical Bid,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
