Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee EMD and BOQ",1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,182-3/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,2026_SCIDC_1154806_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",27-May-2026 06:55 PM,03-Jun-2026 02:00 PM,27-May-2026 06:55 PM,03-Jun-2026 01:00 PM,NA ,NA ,27-May-2026 06:55 PM,03-Jun-2026 01:00 PM,09-Jun-2026 11:00 AM,Construction of C.C. Road and Drain Work at Vill. Ismailpur in Panchayat Bhavanto Pracheen Shiv Mandir (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Ismailpur in Panchayat Bhavanto Pracheen Shiv Mandir (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Ismailpur in Panchayat Bhavanto Pracheen Shiv Mandir (Vidhayak Nidhi) ,NA ,"7,29,423",Civil Works - Roads,Const. of CC Road and Drain Work at Vill. Ismilpur ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"14,600",No,fixed,,EE UPSCIDCO,BAREILLY,"1,062",EE UPSCIDCO,BAREILLY,No,AOC,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,10-Jun-2026 04:01 PM,finsummary_2163176.pdf (755.87 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,08-Jun-2026 05:05 PM,technical_2163176.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,09-Jun-2026 10:27 AM,09-Jun-2026 11:00 AM,techsummary_2163176.pdf (286.18 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,10-Jun-2026 02:37 PM,finance_2163176.pdf,BOQ Comparative Chart,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1154806_1,182-3/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,Construction of C.C. Road and Drain Work at Vill. Ismailpur in Panchayat Bhavanto Pracheen Shiv Mandir (Vidhayak Nidhi),1.0,6163517.0,Dhriti Enterprizes,INR,"729,131.23",1,6163517,Dhriti Enterprizes,03-Jun-2026 03:13 AM,Accepted-AOC,Ist Lowest Rate,16-Jun-2026 10:57 AM,10-Jun-2026,"INR 729,131.23",60.0,Bhaskar Mishra,16-Jun-2026 10:57 AM,LOI3.pdf (796.00 KB),Total Contract Value Rs. 729131.23,AOC
2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6163560,Syed Construction,03-Jun-2026 04:46 AM,Rejected-AOC,IInd Lowest Rate,16-Jun-2026 10:57 AM,,,,,,,,AOC
