Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Summary,VIKAS KUREEL,20-May-2026 03:20 PM,,BOQ Comparative Chart,"DAO, AE, EE",Internal,,VIKAS KUREEL,23-May-2026 05:52 PM,finsummary_2125135.pdf (292.22 KB),26-May-2026,"INR 1,525,211",90.0,VIKAS KUREEL,27-Jun-2026 03:27 PM,Kuwarpur.pdf (425.00 KB),"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 01:13 PM,18-May-2026 11:00 AM,techsummary_2125135.pdf (348.17 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_113,13/RED/E-Tender/2026-27 Date 02-04-2026,Jila Fatehpur Me Kuwarpur Road Mahila Deegree College Ke Pichhe Jawahar Nagar Bindiki Ke Kamal Ke Makan Se Advocatte Jagdeesh Nishad Ke Makan Ki aor CC Road Nirman.,Technical,Summary,VIKAS KUREEL,16-May-2026 01:11 PM,,1.0,6096947.0,M/S PRATHMESH CONSTRUCTIONS,INR,"1,525,211",1,6096170,M/S AGNIHOTRI BUILDERS and SUPPLIERS,08-May-2026 02:34 PM,Rejected-Finance,REJECT,23-May-2026 05:52 PM,AOC,"31,000",No,fixed,,Nil,Nil,04-May-2026 09:00 AM,09-May-2026 11:00 AM,04-May-2026 09:00 AM,09-May-2026 09:00 AM,NA ,NA ,04-May-2026 09:00 AM,09-May-2026 09:00 AM,18-May-2026 11:00 AM,VIKAS BHAWAN FATEHPUR,VIKAS BHAWAN FATEHPUR,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,Jila Fatehpur Me Kuwarpur Road Mahila Deegree College Ke Pichhe Jawahar Nagar Bindiki Ke Kamal Ke Makan Se Advocatte Jagdeesh Nishad Ke Makan Ki aor CC Road Nirman.,Jila Fatehpur Me Kuwarpur Road Mahila Deegree College Ke Pichhe Jawahar Nagar Bindiki Ke Kamal Ke Makan Se Advocatte Jagdeesh Nishad Ke Makan Ki aor CC Road Nirman.,PREIFRED NIT ,NA ,"15,33,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_113,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,765.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6088353,MS ARYAN CONSTRUCTION AND SUPPLIERS,08-May-2026 01:30 AM,Rejected-Finance,REJECT,23-May-2026 05:52 PM,AOC,,,,,,,,,,,,,,,,,,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6096947,M/S PRATHMESH CONSTRUCTIONS,08-May-2026 05:11 PM,Accepted-AOC,AWARDED,27-Jun-2026 03:27 PM,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6088321,M/S RAJENDRA KUMAR SINGH AND COMPANY,07-May-2026 09:50 PM,Rejected-Finance,REJECT,23-May-2026 05:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6098242,M/S TRIPATHI CONSTRUCTION COMPANY,08-May-2026 10:53 AM,Rejected-Technical,rejected,16-May-2026 01:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
