Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
27-Jun-2026,"INR 2,035,471.3",90.0,Rajesh Kumar Yadav,27-Jun-2026 04:19 PM,970.pdf (430.00 KB),1.0,6162302.0,UJJWAL ENTERPRISES,INR,"2,035,471.3",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1147360_1,53 DATE 04-04-2026,Vikas khand badagav ke gram rampur me doc hansraj ke ghar se somaru ke ghar tak interlocking ka karya,1,6168775,MAA KALIKA CONSTRUCTION,04-Jun-2026 05:59 PM,Rejected-Finance,L2,23-Jun-2026 04:28 PM,Finance,Admitted,Rajesh Kumar Yadav,19-Jun-2026 03:20 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,19-Jun-2026 12:46 PM,19-Jun-2026 03:00 PM,techsummary_2146445.pdf (383.67 KB),Technical,Admitted,Rajesh Kumar Yadav,12-Jun-2026 03:40 PM,,EE,Internal,,Rajesh Kumar Yadav,23-Jun-2026 04:28 PM,finsummary_2146445.pdf (105.48 KB),AOC,EE,VIKAS BHAWAN VARANASI,1,Fee/PreQual/Technical,.pdf,Tender doc,"2,354",Nil,Nil,No,Vikas khand badagav ke gram rampur me doc hansraj ke ghar se somaru ke ghar tak interlocking ka karya,Vikas khand badagav ke gram rampur me doc hansraj ke ghar se somaru ke ghar tak interlocking ka karya,Please refer Tender documents. ,NA ,"20,37,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,1.0,SBI Bank,"40,740",Yes,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,53 DATE 04-04-2026,2026_REDUP_1147360_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-May-2026 12:00 PM,12-Jun-2026 12:30 PM,12-May-2026 12:00 PM,12-Jun-2026 12:00 PM,NA ,NA ,12-May-2026 12:00 PM,12-Jun-2026 12:00 PM,19-Jun-2026 03:00 PM,AOC
,,,,,,,,,,,,,,,2,6162302,UJJWAL ENTERPRISES,02-Jun-2026 02:39 PM,Accepted-AOC,L1,27-Jun-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
