Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Finance,Tender Open,RAJESH KUMAR,29-Apr-2026 12:31 PM,finance_2103176.pdf,BOQ Comparative Chart,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1127614_1,742/A.A.3/25-26,Cleaning of Nala from K Block in Ghanshyam Das to Padamnabha manidr Via R.B.I paschimi mod in Ward 92 Zone 03,1.0,6010751.0,SHRI KANAK GATIMAN CONSTRACTION COMPANY,INR,"103,946",1,6013532,M B Enterprises,22-Jul-2026 05:12 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,25-Jun-2026,"INR 103,946",30.0,RAJESH KUMAR,25-Jun-2026 03:22 PM,742.pdf (303.00 KB),Work order,C.E.,Internal,,RAJESH KUMAR,29-Apr-2026 12:34 PM,techsummary_2103176.pdf (899.74 KB),C.E.,Internal,,RAJESH KUMAR,29-Apr-2026 12:40 PM,finsummary_2103176.pdf (899.74 KB),AOC,C.E.3,Zone 3,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",742/A.A.3/25-26,2026_NNKAN_1127614_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,Cleaning of Nala from K Block in Ghanshyam Das to Padamnabha manidr Via R.B.I paschimi mod in Ward 92 Zone 03,Cleaning of Nala from K Block in Ghanshyam Das to Padamnabha manidr Via R.B.I paschimi mod in Ward 92 Zone 03,Please refer Tender documents. ,NA ,"9,86,838",Civil Works,NA ,Tender,45.0,NA ,Cleaning of Nala from K Block in Ghanshyam Das to,208040.0,NA ,NA ,NA ,C.E.3,No ,No,19-Mar-2026 03:00 PM,28-Mar-2026 04:00 PM,19-Mar-2026 03:00 PM,28-Mar-2026 03:00 PM,NA ,NA ,19-Mar-2026 03:00 PM,28-Mar-2026 03:00 PM,"98,684",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,6013132,MEENU ENTERPRISES,27-Mar-2026 11:03 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,AOC
,,,,,,,,,,,,,,,3,6014468,M/s ANSHIKA ENTERPRISES,28-Mar-2026 11:12 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6011531,M/S MAA KALISHANKER ENTERPRISES,26-Mar-2026 10:41 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6010751,SHRI KANAK GATIMAN CONSTRACTION COMPANY,27-Mar-2026 11:17 PM,Accepted-AOC,L1,25-Jun-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,6011331,VIBHU ENTERPRISES,26-Mar-2026 09:51 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,6014319,VIKAS TRADERS,27-Mar-2026 06:16 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",29-Apr-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
