S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,FDR - Fixed Deposit,17-Apr-2026 02:00 PM,08-May-2026 02:00 PM,17-Apr-2026 02:00 PM,08-May-2026 12:00 PM,NA ,NA ,17-Apr-2026 02:00 PM,08-May-2026 12:00 PM,14-May-2026 02:00 PM,"1,969",EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No,MAIN G T ROAD PAR HOLICHOWK SE ANGREZI SHARAB KI DUKAN TAK 6 INCH PVC PAYJAL PIPE LINE DALANE KA KARY,MAIN G T ROAD PAR HOLICHOWK SE ANGREZI SHARAB KI DUKAN TAK 6 INCH PVC PAYJAL PIPE LINE DALANE KA KARY,Please refer Tender documents. ,NA ,"11,12,152",Water Supply,PIPE LINE ,Tender,90.0,60.0,WORK,251201.0,NA ,NA ,NA ,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,No ,No,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,11,215",No,percentage,10.0%,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,EXICUTIVE OFFICER NAGAR PALIKA PARISHAD KHATAULI,Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,54/34/NPPKHT/2026-27 DATE-17/04/2026,2026_DOLBU_1137845_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,AOC,CHAIRMAN AND EXICUTIVE OFFICER,Internal,CHAIRMAN AND EXICUTIVE OFFICER JE,Rajeev Kumar,14-May-2026 01:42 PM,14-May-2026 02:00 PM,techsummary_2124564.pdf (2063.90 KB),Finance,FINANCE,Rajeev Kumar,18-May-2026 11:34 AM,finance_2124564.pdf,BOQ Comparative Chart,CHAIRMAN EO JE,Internal,,Rajeev Kumar,19-May-2026 01:46 PM,finsummary_2124564.pdf (1882.19 KB),Technical,TECHNICAL,Rajeev Kumar,13-May-2026 12:42 PM,technical_2124564.pdf,1,6093539,ASHWANI KUMAR CONTRACTOR,06-May-2026 01:31 PM,Rejected-AOC,ABOVE,01-Jun-2026 01:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Khatauli Muzaffarnagar,2026_DOLBU_1137845_1,54/34/NPPKHT/2026-27 DATE-17/04/2026,MAIN G T ROAD PAR HOLICHOWK SE ANGREZI SHARAB KI DUKAN TAK 6 INCH PVC PAYJAL PIPE LINE DALANE KA KARY,1.0,6095365.0,T H CONSTRUCTION CO,INR,"1,110,261",23-May-2026,"INR 1,110,261",60.0,Rajeev Kumar,01-Jun-2026 12:59 PM,work34.pdf (334.00 KB),AOC
2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6091852,MOHD.ANIS KHAN CONTRACTOR,05-May-2026 09:07 PM,Rejected-AOC,ABOVE,01-Jun-2026 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6095365,T H CONSTRUCTION CO,07-May-2026 11:13 AM,Accepted-AOC,BELOW,01-Jun-2026 01:00 PM,,,,,,,,,,,,,,,,AOC
