S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1.0,6130361.0,M/s Ultra Construction and Suppliers,INR,"837,839","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1146475_1,96/AA-2/26-27,Construction of Stainless steel gate at center park at JK Colony jajmau under zone-2,1,6130647,GAYATRI INFRATECH,20-May-2026 02:13 PM,Rejected-Finance,L2,21-May-2026 02:28 PM,05-Jun-2026,"INR 837,839",90.0,DIVAKAR BHASKAR,12-Jun-2026 02:24 PM,1146475ultra.pdf (712.00 KB),AOC,Finance,M/s Ultra Construction and Suppliers,DIVAKAR BHASKAR,20-May-2026 07:41 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,21-May-2026 02:28 PM,finsummary_2144137.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,21-May-2026 02:25 PM,techsummary_2144137.pdf (194.18 KB),AOC,1.0,SBI Bank,Construction of Stainless steel gate at center park at JK Colony jajmau under zone-2,Construction of Stainless steel gate at center park at JK Colony jajmau under zone-2,Please refer Tender documents. ,NA ,"9,95,419",Civil Works,NA ,Tender,120.0,90.0,zone 2,208007.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",96/AA-2/26-27,2026_NNKAN_1146475_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,12-May-2026 09:00 AM,20-May-2026 04:00 PM,12-May-2026 09:00 AM,20-May-2026 03:00 PM,NA ,NA ,12-May-2026 09:00 AM,20-May-2026 03:00 PM,"99,542",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"CHIEF ENGINEER, KMC",KMC Motijheel,AOC
,,,,,,,,,2,6130361,M/s Ultra Construction and Suppliers,20-May-2026 01:36 PM,Accepted-AOC,AOC,12-Jun-2026 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
