Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Tedner dacument,23-Mar-2026 09:00 AM,30-Mar-2026 04:00 PM,23-Mar-2026 09:00 AM,30-Mar-2026 03:00 PM,NA ,NA ,23-Mar-2026 09:00 AM,30-Mar-2026 03:00 PM,1.0,SBI Bank,Improvement of road work from govind nagar harijan basti at dada nagar factory area F.No.107-B to F.No.166-B Under Ward-02 Zone-5,Improvement of road work from govind nagar harijan basti at dada nagar factory area F.No.107-B to F.No.166-B Under Ward-02 Zone-5,Please refer Tender documents. ,NA ,"9,30,575",Civil Works,NA ,Tender,45.0,45.0,Ward-02,208001.0,NA ,NA ,NA ,Zonal Office Zone-5 Nagar Nigam Kanpur.,No ,No,1.0,Date Extenction,Date,,"Kanpur Municipal Corporation, Kanpur, UP",1511/A.A.5/25-26,2026_NNKAN_1128940_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,Chief Engineer,Motijheel Nagar Nigam Kanpur.,"93,058",No,percentage,10.0%,Nil,Nil,"1,180",Nil,Nil,No,AOC,Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,08-May-2026 06:08 PM,techsummary_2105770.pdf (565.85 KB),Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,08-May-2026 06:12 PM,finsummary_2105770.pdf (565.85 KB),Finance,Open,KAMALESH KUMAR PATEL,31-Mar-2026 04:22 PM,,BOQ Comparative Chart,25-May-2026,"INR 837,868",45.0,Dinesh Prasad,09-Jun-2026 09:07 PM,NIT2803.pdf (874.00 KB),1.0,6015557.0,shree tirupati enterprises,INR,"837,868","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1128940_1,1511/A.A.5/25-26,Improvement of road work from govind nagar harijan basti at dada nagar factory area F.No.107-B to F.No.166-B Under Ward-02 Zone-5,1,6020689,M/S I.J.TILES INDUSTRIES,30-Mar-2026 10:22 AM,Rejected-Finance,L-2,08-May-2026 06:12 PM,AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6021843,M/S TIRUPATI TRADERS,30-Mar-2026 12:45 PM,Rejected-Finance,L-3,08-May-2026 06:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6015557,shree tirupati enterprises,28-Mar-2026 10:52 AM,Accepted-AOC,Agreement work compete,09-Jun-2026 09:07 PM,AOC
