Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
16-Jun-2026,"INR 2,649,374.53",180.0,Anil Kumar Pandey,24-Jun-2026 03:26 PM,AMRITA.pdf (246.00 KB),DUE TO L1,1,6100341,M/s. Kaustubh & Co.,09-May-2026 12:30 PM,Accepted-AOC,DUE TO L1,24-Jun-2026 03:26 PM,1.0,6100341.0,M/s. Kaustubh & Co.,INR,"2,649,374.53",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANPUR NAGAR,2026_REDUP_1142704_2,11/RED/Tender/File No 16 /2026-27 dated 04.04.2026,Road and drain construction work from Amrit Sarovar to Telecom via Baba Vishwanath Memorial Academy in Tilshari Bujurg Gram Panchayat,Technical,TECHNICAL PART,Anil Kumar Pandey,21-May-2026 03:55 PM,,SRI ANIL KUMAR PANDEY EE RED KANPUR,Internal,,Anil Kumar Pandey,10-Jun-2026 02:42 PM,finsummary_2134904.pdf (474.20 KB),Finance,FINANCIAL PART OPENED,Jaskaran Singh,26-May-2026 06:10 PM,,BOQ Comparative Chart,SRI ANIL KUMAR PANDEY EE RED KANPUR,Internal,SRI JASKARAN SINGH AE RED AND SRI SUGANDH MISHRA DAO,Anil Kumar Pandey,22-May-2026 11:32 AM,26-May-2026 12:00 PM,techsummary_2134904.pdf (580.76 KB),AOC,"54,000",Yes,fixed,,Nil,Nil,28-Apr-2026 03:00 PM,11-May-2026 03:30 PM,28-Apr-2026 03:00 PM,11-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 03:00 PM,11-May-2026 12:00 PM,26-May-2026 12:00 PM,950.0,Nil,Nil,No,OFFICE OF EXECUTIVE ENGINEER RED VIKAS BHAWAN KNP,OFFICE OF EXECUTIVE ENGINEER RED VIKAS BHAWAN KNP,Road and drain construction work from Amrit Sarovar to Telecom via Baba Vishwanath Memorial Academy in Tilshari Bujurg Gram Panchayat,Road and drain construction work from Amrit Sarovar to Telecom via Baba Vishwanath Memorial Academy in Tilshari Bujurg Gram Panchayat,TECHNICAL PART  ,NA ,"26,74,000",Civil Works - Roads,NA ,Tender,90.0,180.0,KANPUR NAGAR,208001.0,OFFICE OF EXECUTIVE ENGINEER RED VIKAS BHAWAN KNP ,OFFICE OF EXECUTIVE ENGINEER RED VIKAS BHAWAN KNP ,04-May-2026 09:00 AM ,OFFICE OF EXECUTIVE ENGINEER RED VIKAS BHAWAN KNP,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANPUR NAGAR,11/RED/Tender/File No 16 /2026-27 dated 04.04.2026,2026_REDUP_1142704_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL PART,1.0,SBI Bank,AOC
,,,,,,,2,6099997,M/S KUNAL CONSTRUCTION,08-May-2026 10:15 PM,Rejected-Finance,DUE TO L2,10-Jun-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL PART,,,AOC
