Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Summary,Neeraj Kumar,08-May-2026 04:31 PM,,06-Jun-2026,"INR 2,998,952",90.0,Neeraj Kumar,06-Jun-2026 12:16 PM,2376_39.pdf (1088.00 KB),Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,13-May-2026 08:10 PM,18-May-2026 12:00 PM,techsummary_2129313.pdf (426.50 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1140200_39,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of pitch road from village Salo block Karanjakala village Saloni Mahimapur Ara Chowkia Pitch Road to Parapatti border via Bhaiyalal and Amritlal house, Lot No 39",1,6091104,ANJU SINGH,06-May-2026 07:15 PM,Rejected-Finance,Rejected,06-Jun-2026 11:07 AM,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,06-Jun-2026 11:07 AM,finsummary_2129313.pdf (1087.59 KB),Finance,Summary,Alok Kumar,18-May-2026 02:02 PM,,BOQ Comparative Chart,1.0,6093824.0,M/S SANJEEV KUMAR SINGH,INR,"2,998,952",AOC,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur","51,000",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"Under District Jaunpur, Construction of pitch road from village Salo block Karanjakala village Saloni Mahimapur Ara Chowkia Pitch Road to Parapatti border via Bhaiyalal and Amritlal house, Lot No 39","Under District Jaunpur, Construction of pitch road from village Salo block Karanjakala village Saloni Mahimapur Ara Chowkia Pitch Road to Parapatti border via Bhaiyalal and Amritlal house, Lot No 39",Please refer Tender documents. ,NA ,"25,50,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",24-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,22-Apr-2026 06:00 PM,08-May-2026 12:30 PM,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,18-May-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1140200_39,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6093824,M/S SANJEEV KUMAR SINGH,06-May-2026 05:01 PM,Accepted-AOC,AOC,06-Jun-2026 12:16 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,AOC
