S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,BG - Bank Guarantee,"11,800",EE,ALIGARH,No,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","10,90,760",No,fixed,,EE,ALIGARH,15-Apr-2026 03:30 PM,30-Apr-2026 09:00 AM,15-Apr-2026 03:30 PM,29-Apr-2026 05:00 PM,NA ,NA ,15-Apr-2026 03:30 PM,29-Apr-2026 05:00 PM,02-May-2026 04:00 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,15/SE/E-TENDER/2026-27,2026_UPRNS_1137176_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,CONSTRUCTION OF CENTER OF EXCELLENCE AT MMIT IN DISTRICT- KASGANJ (U.P.),CONSTRUCTION OF CENTER OF EXCELLENCE AT MMIT IN DISTRICT- KASGANJ (U.P.),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,365.0,MMIT KASGANJ,207245.0,NA ,NA ,NA ,AGRA,No ,No,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,13-May-2026 01:00 PM,finsummary_2123407.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,02-May-2026 03:40 PM,technical_2123407.pdf,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,02-May-2026 03:44 PM,02-May-2026 04:00 PM,techsummary_2123407.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,13-May-2026 12:53 PM,finance_2123407.pdf,BOQ Comparative Chart,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1137176_1,15/SE/E-TENDER/2026-27,CONSTRUCTION OF CENTER OF EXCELLENCE AT MMIT IN DISTRICT- KASGANJ (U.P.),1.0,6077161.0,Sapna Associates,INR,"54,483,462",1,6078009,M/s B.N. GOEL AND COMPANY,29-Apr-2026 03:40 PM,Rejected-Finance,QUOTED AMOUNT HIGHER THAN OTHER BIDER,13-May-2026 01:00 PM,19-May-2026,"INR 54,483,462",365.0,NAGENDRA YADAV,04-Jun-2026 11:39 AM,15.pdf (94.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6077225,M.S. Construction,29-Apr-2026 12:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-May-2026 03:40 PM,,,,,,,,AOC
3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6078341,NKBK INFRACON ASSOSCIATES & BUILDERS PRIVATE,29-Apr-2026 04:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-May-2026 03:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6077161,Sapna Associates,29-Apr-2026 01:44 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,04-Jun-2026 11:39 AM,,,,,,,,AOC
