Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Bid are admitted,Tota Ram,23-Mar-2026 03:54 PM,,BOQ Comparative Chart,03-Jun-2026,"INR 705,694",45.0,Tota Ram,10-Jun-2026 04:43 PM,super1212.pdf (199.00 KB),work order,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1125765_1,748/AA-6/2025-26,Improvement work of road from Rawatpur Ramlala Temple to Chauhan Builders via Makhaneshwar Temple under Zone 06 Ward 60 by HMP.,1.0,5984426.0,M/s Super rain construction,INR,"705,694",1,5984503,M/S M.S.ENTERPRISES,18-Mar-2026 11:29 AM,Rejected-Finance,L-2,04-Apr-2026 01:55 PM,EE-6,Internal,,Tota Ram,04-Apr-2026 01:52 PM,techsummary_2101510.pdf (42.02 KB),EE-6,Internal,,Tota Ram,04-Apr-2026 01:55 PM,finsummary_2101510.pdf (42.02 KB),AOC,Improvement work of road from Rawatpur Ramlala Temple to Chauhan Builders via Makhaneshwar Temple under Zone 06 Ward 60 by HMP.,Improvement work of road from Rawatpur Ramlala Temple to Chauhan Builders via Makhaneshwar Temple under Zone 06 Ward 60 by HMP.,Please refer Tender documents. ,NA ,"8,30,229",Civil Works,NA ,Tender,180.0,45.0,kanpur,208001.0,NA ,NA ,NA ,CE OFFICE KNN MOTI JHEEL,No ,No,18-Mar-2026 10:25 AM,18-Mar-2026 04:00 PM,18-Mar-2026 10:25 AM,18-Mar-2026 03:00 PM,NA ,NA ,18-Mar-2026 10:25 AM,18-Mar-2026 03:00 PM,CE KNN,CE OFFICE KNN MOTI JHE,"83,023",No,percentage,10.0%,Nil,Nil,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,1.0,SBI Bank,"Kanpur Municipal Corporation, Kanpur, UP",748/AA-6/2025-26,2026_NNKAN_1125765_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5984426,M/s Super rain construction,18-Mar-2026 11:12 AM,Accepted-AOC,L-1,10-Jun-2026 04:43 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,AOC
