S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"7,32,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,16-Feb-2026 05:00 PM,25-Feb-2026 11:00 AM,16-Feb-2026 05:00 PM,24-Feb-2026 05:00 PM,NA ,NA ,16-Feb-2026 05:00 PM,24-Feb-2026 05:00 PM,17-Mar-2026 12:00 PM,EE,NAGAR NIGAM ALIGARH,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6268(20)/NNA/2025-26,2026_DOLBU_1111848_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"73,000",No,fixed,,Nil,Nil,AOC,CE,Internal,EE,Rajvir Singh,30-Mar-2026 02:10 PM,finsummary_2058460.pdf (355.34 KB),Technical,All Docoments Completed,Danish Haider Naqvi,16-Mar-2026 01:37 PM,technical_2058460.pdf,ce,Internal,ee,Danish Haider Naqvi,17-Mar-2026 11:24 AM,17-Mar-2026 12:00 PM,techsummary_2058460.pdf (193.40 KB),Finance,ok,Danish Haider Naqvi,30-Mar-2026 12:12 PM,,BOQ Comparative Chart,1,5917360,A B Builders and Developers,24-Feb-2026 03:34 PM,Rejected-Finance,OK,30-Mar-2026 02:10 PM,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1111848_1,6268(20)/NNA/2025-26,NIRMAN WORK,1.0,5922712.0,A S CONTRACTOR AND SUPPLIER,INR,"658,873.2",17-Jun-2026,"INR 658,873.2",30.0,Danish Haider Naqvi,17-Jun-2026 05:18 PM,cammetti.pdf (193.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5922712,A S CONTRACTOR AND SUPPLIER,24-Feb-2026 03:10 PM,Accepted-AOC,ok,17-Jun-2026 05:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5917325,BHU DAYAL,24-Feb-2026 04:35 AM,Rejected-Finance,OK,30-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5917334,M/s. V.S. Construction,24-Feb-2026 03:25 PM,Rejected-Finance,OK,30-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,AOC
