Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,8/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1156666_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,RTGS - RTGS Payment,"1,652",UPSCIDCO,MUZAFFARNAGAR,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur","Under Vidhayak Nidhi Yojna (Smt Vandana Verma ji, MLA) Construction of C.C. Road from Mangte house to Sachin Thakur plot at vill. Kaithoda Block Jansath District- Muzaffarnagar","Under Vidhayak Nidhi Yojna (Smt Vandana Verma ji, MLA) Construction of C.C. Road from Mangte house to Sachin Thakur plot at vill. Kaithoda Block Jansath District- Muzaffarnagar",Please refer Tender documents. ,NA ,"6,38,764",Civil Works,NA ,Tender,30.0,90.0,District Muzaffarnagar,251001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,"13,000",No,fixed,,UPSCIDCO,MUZAFFARNAGAR,09-Jun-2026 01:00 PM,15-Jun-2026 11:00 AM,09-Jun-2026 01:00 PM,15-Jun-2026 10:00 AM,NA ,NA ,09-Jun-2026 01:00 PM,15-Jun-2026 10:00 AM,18-Jun-2026 01:00 PM,AOC,Finance,Financial Evaluation Summary,Vinod Kumar Kardam,20-Jun-2026 10:38 AM,finance_2171174.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"S.P. Singh - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,18-Jun-2026 12:11 PM,18-Jun-2026 01:00 PM,techsummary_2171174.pdf (244.25 KB),Technical,Technical Bid Evaluation Summary,Vinod Kumar Kardam,18-Jun-2026 12:10 PM,technical_2171174.pdf,Executive Engineer,Internal,"Satya Pal Singh - E.E., M. Chandra - AAO",Vinod Kumar Kardam,20-Jun-2026 10:40 AM,finsummary_2171174.pdf (244.25 KB),26-Jun-2026,"INR 638,444",90.0,Vinod Kumar Kardam,20-Jun-2026 10:43 AM,aoc.pdf (810.00 KB),AWARD OF CONTRACT for Construction of C.C. Road from Mangte house to Sachin Thakur plot at vill. Kaithoda Block Jansath District- Muzaffarnagar,1.0,6194951.0,M/S SANDEEP KUMAR CONTRACTOR,INR,"638,444",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1156666_2,8/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Smt Vandana Verma ji, MLA) Construction of C.C. Road from Mangte house to Sachin Thakur plot at vill. Kaithoda Block Jansath District- Muzaffarnagar",1,6194951,M/S SANDEEP KUMAR CONTRACTOR,15-Jun-2026 12:35 AM,Accepted-AOC,Being L1,20-Jun-2026 10:43 AM,AOC
,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6190335,SUDHESH KUMAR,12-Jun-2026 12:16 PM,Rejected-AOC,Being L2,20-Jun-2026 10:43 AM,AOC
