Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Aligarh Municipal Corporation,6269(340)/NNA/2025-26,2026_DOLBU_1116870_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,77,000",No,fixed,,Nil,Nil,21-Feb-2026 05:00 PM,28-Feb-2026 11:00 AM,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,21-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,06-Apr-2026 03:00 PM,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"27,72,000",Civil Works,NA ,Tender,90.0,60.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"3,304",Nil,Nil,No,EE,NAGAR NIGAM ALIGARH,1.0,SBI Bank,AOC,CE,Internal,EE,Rajvir Singh,15-Apr-2026 04:59 PM,finsummary_2078235.pdf (407.05 KB),Technical,All Documents Completed,Danish Haider Naqvi,06-Apr-2026 12:17 PM,technical_2078235.pdf,CE,Internal,EE,Danish Haider Naqvi,06-Apr-2026 02:34 PM,06-Apr-2026 03:00 PM,techsummary_2078235.pdf (193.40 KB),Finance,ok,Rajvir Singh,15-Apr-2026 12:32 PM,,BOQ Comparative Chart,Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1116870_1,6269(340)/NNA/2025-26,NIRMAN WORK,1.0,5933272.0,M/s Irfan Khan Civil Contractor,INR,"2,720,440.8",1,5933272,M/s Irfan Khan Civil Contractor,26-Feb-2026 09:08 PM,Accepted-AOC,ok,06-Jun-2026 03:37 PM,06-Jun-2026,"INR 2,720,440.8",60.0,Rajvir Singh,06-Jun-2026 03:37 PM,cammetti.pdf (193.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5933306,M/S S.B. CONSTRUCTION,26-Feb-2026 08:48 PM,Rejected-Finance,OK,15-Apr-2026 04:59 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5933213,NARENDRA KUMAR AGARWAL,26-Feb-2026 06:59 PM,Rejected-Finance,OK,15-Apr-2026 04:59 PM,,,,,,,,AOC
