Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Surya Prakash,Internal,,Surya Prakash,19-May-2026 01:41 PM,20-May-2026 10:00 AM,techsummary_2123780.pdf (1783.37 KB),Technical,Technical Bid Open,Surya Prakash,12-May-2026 05:23 PM,,20-Jun-2026,"INR 1,187,489.35",120.0,Surya Prakash,20-Jun-2026 02:31 PM,05.pdf (1602.00 KB),1,6104692,MADAN PAL SINGH,11-May-2026 08:00 AM,Rejected-Finance,Highest Rate,20-Jun-2026 02:29 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1137168_14,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,GRAMSABHA BHAGWANPUR KI AABADI ME CC KARYA,1.0,6100753.0,Rana Vikramaditya Singh,INR,"1,187,489.35",Finance,Financial Bid Open,Surya Prakash,20-May-2026 03:33 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,20-Jun-2026 02:29 PM,finsummary_2123780.pdf (1602.37 KB),AOC,1.0,DATE1,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,2026_REDUP_1137168_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","28,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,16-Apr-2026 10:00 AM,12-May-2026 02:30 PM,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,20-May-2026 10:00 AM,GRAMSABHA BHAGWANPUR KI AABADI ME CC KARYA,GRAMSABHA BHAGWANPUR KI AABADI ME CC KARYA,Please Refer Tender Document ,NA ,"14,04,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,AOC
,,,,,,,,,,,,,,,,,,2,6100753,Rana Vikramaditya Singh,10-May-2026 03:42 PM,Accepted-AOC,Lowest Rate,20-Jun-2026 02:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
