Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Technical,Kuldeep Kumar Tamar,02-May-2026 12:42 PM,,17-Jun-2026,"INR 270,068",3.0,Kuldeep Kumar Tamar,17-Jun-2026 12:20 PM,59116.pdf (680.00 KB),CE,Internal,,Kuldeep Kumar Tamar,07-May-2026 06:51 PM,07-May-2026 06:55 PM,techsummary_2122204.pdf (1336.31 KB),Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_59,116/Nirman/2026-27 Date 04.04.2026,"Regarding fixation of rates for thermoplastic, painting and beautification work at various places within the municipal limits.",1,6080582,A3R ENTERPRISE,30-Apr-2026 02:40 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,1.0,6074609.0,U P K V AND SONS,INR,"270,068",Finance,Finance,Kuldeep Kumar Tamar,07-May-2026 07:02 PM,,BOQ Comparative Chart,CE,Internal,,Kuldeep Kumar Tamar,17-Jun-2026 12:14 PM,finsummary_2122204.pdf (679.67 KB),AOC,1.0,SBI Bank,"Regarding fixation of rates for thermoplastic, painting and beautification work at various places within the municipal limits.","Regarding fixation of rates for thermoplastic, painting and beautification work at various places within the municipal limits.",Please refer Tender documents. ,NA ,"1,24,863",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,13-Apr-2026 05:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,07-May-2026 06:55 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_59,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,416",Nil,Nil,No,CE,Ghaziabad Nagar Nigam,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"3,746",No,percentage,3.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6077986,A P CONSTRUCTION COMPANY,30-Apr-2026 08:47 AM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,6080512,A.S Constructions,30-Apr-2026 02:25 PM,Rejected-Technical,all requried not complete,07-May-2026 06:51 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,6078054,Bhushan Enterprises,29-Apr-2026 11:30 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,6078541,Cotec Builders,30-Apr-2026 04:50 AM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,6067344,Dynamic AssociateS,30-Apr-2026 02:09 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,6075045,GARGSON INFRATECH PRIVATE LIMITED,28-Apr-2026 03:52 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,6071155,H R ENTERPRISES,30-Apr-2026 12:57 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,6077795,JP SHAKTI CONSTRUCTION,29-Apr-2026 08:24 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,6080382,J R BUILDTECH,30-Apr-2026 01:15 PM,Rejected-Finance,L2,17-Jun-2026 12:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
