Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
14-May-2026,"INR 1,067,602",90.0,Abhishek Rai,01-Jun-2026 04:18 PM,bpdf.pdf (153.00 KB),1,6045861,msdorgawatienterprises,14-Apr-2026 01:03 PM,Rejected-AOC,L2,01-Jun-2026 04:18 PM,1.0,6045931.0,M/s LVT Enterprises,INR,"1,067,602",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1132291_3,3274/EE/RED/GKP/25-26 Date 10-03-26,Block-Belghat Gram Barigaon mein Ram Pratap Tiwari ke Khet se Satya Prakash Tripathi ke Ghar Tak CC Road Ka Nirman,Technical,Opend,Suresh Kumar Jaiswal,20-Apr-2026 03:12 PM,,Executive Engineer,Internal,,Abhishek Rai,24-Apr-2026 03:41 PM,finsummary_2113199.pdf (152.96 KB),Finance,Opend,Abhishek Rai,24-Apr-2026 11:15 AM,,BOQ Comparative Chart,Executive Engineer,Internal,,Suresh Kumar Jaiswal,23-Apr-2026 04:48 PM,23-Apr-2026 04:50 PM,techsummary_2113199.pdf (441.37 KB),AOC,Executive Engineer,Vikash Bhawan,07-Apr-2026 09:00 AM,17-Apr-2026 09:00 AM,07-Apr-2026 09:00 AM,16-Apr-2026 12:00 PM,NA ,NA ,07-Apr-2026 09:00 AM,16-Apr-2026 12:00 PM,23-Apr-2026 04:50 PM,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,"21,360",No,percentage,2.0%,Nil,Nil,Block-Belghat Gram Barigaon mein Ram Pratap Tiwari ke Khet se Satya Prakash Tripathi ke Ghar Tak CC Road Ka Nirman,Block-Belghat Gram Barigaon mein Ram Pratap Tiwari ke Khet se Satya Prakash Tripathi ke Ghar Tak CC Road Ka Nirman,Please refer Tender documents. ,NA ,"10,68,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,NA ,NA ,NA ,Vikash Bhawan,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,3274/EE/RED/GKP/25-26 Date 10-03-26,2026_REDUP_1132291_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,812.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,2,6045931,M/s LVT Enterprises,14-Apr-2026 01:20 PM,Accepted-AOC,L1,01-Jun-2026 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
