Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Ward No. 15 me CC Road Work,Ward No. 15 me CC Road Work,Please refer Tender documents. ,NA ,"34,78,000",Civil Works,NA ,Tender,90.0,NA ,Nagar Panchayat Pipiganj Gorakhpur,273165.0,NA ,NA ,NA ,Nagar Panchayat Pipiganj,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Pipiganj Gorakhpur,326_NP Pipiganj_29-05-2026,2026_DOLBU_1155390_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,47,800",No,percentage,10.0%,Nagar Panchayat Pipiganj,Gorakhpur,Executive Officer,Nagar Panchayat Pipiganj Gorakhpur,1.0,RTGS - RTGS Payment,30-May-2026 05:00 PM,09-Jun-2026 03:00 PM,30-May-2026 05:00 PM,09-Jun-2026 03:00 PM,NA ,NA ,30-May-2026 05:00 PM,09-Jun-2026 03:00 PM,18-Jun-2026 04:55 PM,1.0,Suchana,Other,,1.0,Fee/PreQual/Technical,.pdf,NIT,"3,450",Nagar Panchayat Pipiganj,Gorakhpur,No,AOC,Anjneya Mishra,Internal,"Pravin Gupta, Vivek Shrivatwa",Ajeet Yadav,18-Jun-2026 04:50 PM,18-Jun-2026 04:55 PM,techsummary_2164461.pdf (1066.80 KB),Finance,3 Bids,Anjneya Mishra,23-Jun-2026 02:06 PM,finance_2164461.pdf,BOQ Comparative Chart,Ajneya Mishra,Internal,"Pravin Gupta, Vivek Shrivastwa",Anjneya Mishra,23-Jun-2026 02:14 PM,finsummary_2164461.pdf (805.70 KB),Technical,3 Bids,Ajeet Yadav,18-Jun-2026 04:35 PM,technical_2164461.pdf,1.0,6177337.0,M/S RITIKA ENTERPRISES,INR,"3,477,826.1",Directorate of Local Bodies UP||Nagar Panchayat Pipiganj Gorakhpur,2026_DOLBU_1155390_2,326_NP Pipiganj_29-05-2026,Ward No. 15 me CC Road Work,1,6177382,A.V.ENTERPRISES,07-Jun-2026 08:09 PM,Rejected-Finance,L2,23-Jun-2026 02:14 PM,24-Jun-2026,"INR 3,477,826.1",90.0,Anjneya Mishra,24-Jun-2026 02:53 PM,2ritikacm3.pdf (476.00 KB),Ritika Enterprises,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6177337,M/S RITIKA ENTERPRISES,07-Jun-2026 07:39 PM,Accepted-AOC,L1,24-Jun-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6177477,MS SAUMAYA CONSTRUCTION,07-Jun-2026 09:09 PM,Rejected-Finance,L3,23-Jun-2026 02:14 PM,,,,,,,,AOC
