Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Greater Noida Industrial Development Authority,2026_GNIDA_1122182_3,SM/(TENDER CELL)/2026/724 DATED-28.02.2026,"Construction of CC road and balance RCC drain work ( Via Milak Lacchi to Maripat railway road) in Village Roza Jalalpur, Greater Noida.",1.0,5984862.0,NAVDURGA BUILDCON Pvt. Ltd.,INR,"23,390,858.51",1.0,5984862.0,NAVDURGA BUILDCON Pvt. Ltd.,19-Mar-2026 02:07 PM,Accepted-AOC,L1,30-Jun-2026 07:16 PM,30-Jun-2026,"INR 23,390,858.51",180.0,PRABHAT SHANKAR,30-Jun-2026 07:16 PM,3665.pdf (258.00 KB),AWARD LETTER,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,30-Jun-2026 07:13 PM,finsummary_2089297.pdf (132.43 KB),Technical,UNDER EVALUATION,PRABHAT SHANKAR,23-Mar-2026 12:00 PM,,ACEO_SK,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,08-May-2026 06:23 PM,11-May-2026 11:00 AM,techsummary_2089297.pdf (226.12 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,11-May-2026 01:19 PM,,BOQ Comparative Chart,AOC,"Construction of CC road and balance RCC drain work ( Via Milak Lacchi to Maripat railway road) in Village Roza Jalalpur, Greater Noida.","Construction of CC road and balance RCC drain work ( Via Milak Lacchi to Maripat railway road) in Village Roza Jalalpur, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"2,43,90,884",Civil Works,DEVELOPMENT WORK ,Tender,90.0,180.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,06-Mar-2026 06:55 PM,23-Mar-2026 11:00 AM,06-Mar-2026 06:55 PM,20-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 06:55 PM,20-Mar-2026 05:00 PM,11-May-2026 11:00 AM,"4,210",Nil,Nil,No,"4,88,000",No,fixed,,Nil,Nil,SM_TENDER CELL,GNIDA OFFICE,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",1.0,SBI Bank,Greater Noida Industrial Development Authority,SM/(TENDER CELL)/2026/724 DATED-28.02.2026,2026_GNIDA_1122182_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2.0,5989766.0,PARAS CONSTRUCTION,19-Mar-2026 07:40 PM,Rejected-Finance,L2,30-Jun-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,5985113.0,RR Construction Co,19-Mar-2026 07:37 PM,Rejected-Finance,L3,30-Jun-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,AOC
