S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1617/RED/cashier/25-26 dt 20-03-2026,2026_REDUP_1139817_23,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,"58,700",Yes,fixed,,Nil,Nil,23-Apr-2026 10:00 AM,28-Apr-2026 12:30 PM,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,11-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical document,GRAM BALELI BLOCK PUNWARKA ME MAIN SADAK SE SHAMSHAAN GHAT TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM BALELI BLOCK PUNWARKA ME MAIN SADAK SE SHAMSHAAN GHAT TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM BALELI BLOCK PUNWARKA ME MAIN SADAK SE SHAMSHAAN GHAT TAK C.C.ROAD VAI NALI NIRMAAN KARYA ,NA ,"29,33,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanpur ,25-Apr-2026 12:00 PM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanpur,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1139817_23,1617/RED/cashier/25-26 dt 20-03-2026,GRAM BALELI BLOCK PUNWARKA ME MAIN SADAK SE SHAMSHAAN GHAT TAK C.C.ROAD VAI NALI NIRMAAN KARYA,1.0,6071584.0,sachin kumar thekedar,28-Apr-2026 07:02 AM,Accepted-AOC,ok,05-Jun-2026 11:11 AM,Finance,ok,Rajendra Kumar,05-Jun-2026 11:07 AM,,BOQ Comparative Chart,Ravi,Internal,pavan kumar vinod kumar,Rajendra Kumar,05-Jun-2026 11:09 AM,finsummary_2128978.pdf (98.11 KB),1.0,6071584.0,sachin kumar thekedar,INR,"2,902,129.66",Ravi,Internal,sandeep kumar aggarwal pavan kumar,SANDEEP KUMAR AGARWAL,07-May-2026 06:59 PM,11-May-2026 12:00 PM,techsummary_2128978.pdf (98.16 KB),Technical,ok,SANDEEP KUMAR AGARWAL,07-May-2026 06:10 PM,,05-Jun-2026,"INR 2,902,129.66",90.0,Rajendra Kumar,05-Jun-2026 11:11 AM,dd.pdf (98.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess end emd,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,6071906.0,SAINI CONTRACTORS,28-Apr-2026 08:05 AM,Rejected-Finance,L2,05-Jun-2026 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
