Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,04-May-2026 06:00 PM,13-May-2026 01:00 PM,04-May-2026 06:00 PM,12-May-2026 12:00 PM,NA ,NA ,04-May-2026 06:00 PM,12-May-2026 12:00 PM,12-Jun-2026 12:10 PM,"24,000",No,fixed,,Ex engineer upscidc ltd,JAUNPUR,BLOCK SIRKONI ME KABRISTAN ME B WALL KA NIRMAN KARYA,BLOCK SIRKONI ME KABRISTAN ME B WALL KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"11,26,860",Civil Works,BWALL ,Tender,90.0,90.0,SIRKONI,222001.0,NA ,NA ,NA ,Ex enginner office UPSCIDC LTD JAUNPUR,No ,No,"1,652",Ex engineer upscidc ltd,JAUNPUR,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,012/EE/JNP/2026-27 DT-04-05-2026,2026_SCIDC_1145061_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Ex enginner UPSCIDC LTD JAUNPUR,VAN VIHAR ROAD BHUPATTI JAUNPUR,1,DD - Demand Draft,AOC,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT,Yogendra Nath Kushwaha,12-Jun-2026 12:08 PM,12-Jun-2026 12:10 PM,techsummary_2140099.pdf (395.06 KB),Finance,TWO BID FOUND FOR THE TENDER FINN OPENING,Yogendra Nath Kushwaha,13-Jun-2026 12:13 PM,finance_2140099.pdf,BOQ Comparative Chart,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT,Yogendra Nath Kushwaha,13-Jun-2026 12:15 PM,finsummary_2140099.pdf (560.73 KB),Technical,THREE BID FOUND FOR THE TENDER,Yogendra Nath Kushwaha,12-Jun-2026 12:06 PM,technical_2140099.pdf,1,6101776,M/S NEETU ENTERPRISES,09-May-2026 08:44 PM,Rejected-Finance,L2,13-Jun-2026 12:15 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,2026_SCIDC_1145061_1,012/EE/JNP/2026-27 DT-04-05-2026,BLOCK SIRKONI ME KABRISTAN ME B WALL KA NIRMAN KARYA,1.0,6103308.0,RUSTAM KHAN,INR,"1,125,734",13-Jun-2026,"INR 1,125,734",90.0,Yogendra Nath Kushwaha,13-Jun-2026 12:26 PM,AOC.pdf (627.00 KB),RUSTAM KHAN FOUND L1 AS PER BOQ CHART,AOC
2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6103577,PRAGYA ENTERPRISES,10-May-2026 05:59 PM,Rejected-Technical,NOT COMPLIED FOR TECHNICAL SPECIFICATION,12-Jun-2026 12:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6103308,RUSTAM KHAN,10-May-2026 04:48 PM,Accepted-AOC,L1,13-Jun-2026 12:26 PM,,,,,,,,,,,,,,,,,AOC
