Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1135289_3,3490 DATE 23-02-2026,VIKASH KHAND PINDARA ANTARGAT GRAM SABHA DEVAPUR ME MANNI RAJBHAR KE DARVAJE SE SHARMA BASTI HOTE HUE RAVINDRA (GAGAN) KE MAKAN TAK INTERLOCKING KA KARYA.,1.0,6088317.0,M/S SHARDA ENGINEERING AND SUPPLY COMPANY,INR,"1,400,962.61",1,6088317,M/S SHARDA ENGINEERING AND SUPPLY COMPANY,04-May-2026 06:04 PM,Accepted-AOC,L1,19-Jun-2026 06:10 PM,19-Jun-2026,"INR 1,400,962.61",90.0,Rajesh Kumar Yadav,19-Jun-2026 06:10 PM,534.pdf (523.00 KB),EE,Internal,,Rajesh Kumar Yadav,10-Jun-2026 12:07 PM,finsummary_2119608.pdf (105.42 KB),Technical,Admitted,Pankaj Rai,08-May-2026 12:24 PM,,EE,Internal,,Rajesh Kumar Yadav,14-May-2026 11:54 AM,14-May-2026 01:00 PM,techsummary_2119608.pdf (447.88 KB),Finance,Admitted,Pankaj Rai,15-May-2026 02:31 PM,,BOQ Comparative Chart,AOC,"27,820",Yes,percentage,2.0%,Nil,Nil,VIKASH KHAND PINDARA ANTARGAT GRAM SABHA DEVAPUR ME MANNI RAJBHAR KE DARVAJE SE SHARMA BASTI HOTE HUE RAVINDRA (GAGAN) KE MAKAN TAK INTERLOCKING KA KARYA.,VIKASH KHAND PINDARA ANTARGAT GRAM SABHA DEVAPUR ME MANNI RAJBHAR KE DARVAJE SE SHARMA BASTI HOTE HUE RAVINDRA (GAGAN) KE MAKAN TAK INTERLOCKING KA KARYA.,Please refer Tender documents. ,NA ,"13,91,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,3490 DATE 23-02-2026,2026_REDUP_1135289_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1.0,SBI Bank,EE,VIKAS BHAWAN VARANASI,1,Fee/PreQual/Technical,.pdf,Tender doc,10-Apr-2026 12:00 PM,07-May-2026 12:30 PM,10-Apr-2026 12:00 PM,07-May-2026 12:00 PM,NA ,NA ,10-Apr-2026 12:00 PM,07-May-2026 12:00 PM,14-May-2026 01:00 PM,AOC
,,,,,,,,,2,6088390,SHARDA CONSTRUCTION AND SUPPLY WORKS,04-May-2026 06:15 PM,Rejected-Finance,L2,10-Jun-2026 12:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,AOC
