S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6081386.0,M/S SHARMA CONTRACTOR,INR,"2,243,201",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1141919_1,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,C.C. construction work in Village Bhandauria extending from Sonu Pradhan house to Sheetal Sharma house,1,6081397,KHALID CONTRACTOR,01-May-2026 08:42 AM,Rejected-Finance,L2,23-Jun-2026 04:51 PM,23-Jun-2026,"INR 2,243,201",180.0,Vishnoo Kumar,23-Jun-2026 05:01 PM,Bhadoriya.pdf (60.00 KB),EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,23-Jun-2026 04:51 PM,finsummary_2132664.pdf (60.32 KB),Technical,bhadoriya,Vishnoo Kumar,20-May-2026 01:17 PM,technical_2132664.pdf,ee red bsr,Internal,ee,Vishnoo Kumar,20-May-2026 01:21 PM,23-May-2026 12:00 PM,techsummary_2132664.pdf (459.47 KB),Finance,Bhadoriya,Vishnoo Kumar,23-Jun-2026 04:09 PM,finance_2132664.pdf,BOQ Comparative Chart,AOC,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1843/RED/Tender-File/2025-26 Dt. 31-03-2026,2026_REDUP_1141919_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,C.C. construction work in Village Bhandauria extending from Sonu Pradhan house to Sheetal Sharma house,C.C. construction work in Village Bhandauria extending from Sonu Pradhan house to Sheetal Sharma house,Please refer Tender documents. ,NA ,"22,49,951",Civil Works,NA ,Tender,90.0,180.0,EE RED Bulandshahr,203001.0,EE RED Bulandshahr ,EE RED Bulandshahr ,27-Apr-2026 12:00 PM ,EE RED Bulandshahr,No ,No,25-Apr-2026 06:00 PM,02-May-2026 04:00 PM,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,NA ,NA ,25-Apr-2026 06:00 PM,01-May-2026 04:00 PM,23-May-2026 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,t1,EE RED Bulandshahr,EE RED Bulandshahr,"45,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2,6081386,M/S SHARMA CONTRACTOR,01-May-2026 07:10 AM,Accepted-AOC,L1,23-Jun-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,AOC
