Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
20-Jun-2026,"INR 2,388,162.04",120.0,Jay Bahadur Singh,20-Jun-2026 04:53 PM,02Katra.pdf (191.00 KB),bond,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1144236_2,2250/EE/RED/ENIV/NIR/25-26 Dt 31.03.2026,Gram Panchayat Susanda me Rabarmold Interlocking ka Nirman Karya,1.0,6158481.0,Raj Kumar Misra,INR,"2,388,162.04",1,6158484,RAJ CONSTRUCTION,02-Jun-2026 10:55 AM,Rejected-Finance,L2,20-Jun-2026 04:52 PM,Technical,Summary,Siddhartha Vikram Singh,06-Jun-2026 12:14 PM,,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,20-Jun-2026 04:52 PM,finsummary_2137784.pdf (191.41 KB),Finance,Summary,Jay Bahadur Singh,20-Jun-2026 04:48 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,06-Jun-2026 12:24 PM,06-Jun-2026 12:30 PM,techsummary_2137784.pdf (382.96 KB),AOC,EE RED Gonda,EE RED Gonda Vikas Bhawan Distt Gonda,950.0,Nil,Nil,No,01-May-2026 12:00 PM,02-Jun-2026 12:30 PM,01-May-2026 12:00 PM,02-Jun-2026 12:00 PM,NA ,NA ,01-May-2026 12:00 PM,02-Jun-2026 12:00 PM,06-Jun-2026 12:30 PM,Gram Panchayat Susanda me Rabarmold Interlocking ka Nirman Karya,Gram Panchayat Susanda me Rabarmold Interlocking ka Nirman Karya,Gram Panchayat Susanda me Rabarmold Interlocking ka Nirman Karya ,NA ,"23,91,750",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1,Fee/PreQual/Technical,.pdf,NIT with T1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2250/EE/RED/ENIV/NIR/25-26 Dt 31.03.2026,2026_REDUP_1144236_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"47,835",Yes,percentage,2.0%,Nil,Nil,1.0,CorrigendumDate,Date,,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6158481,Raj Kumar Misra,01-Jun-2026 07:41 PM,Accepted-AOC,L1,20-Jun-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
