Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,UNDER EVALUATION,SAURABH BHARDWAJ,06-Apr-2026 11:31 AM,,18-Jun-2026,"INR 9,312,009.9",60.0,AJIT BHAI PATEL,18-Jun-2026 12:46 PM,255.pdf (575.00 KB),AWARD LETTER,ACEO,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,ASHWANI KUMAR CHATURVEDI,22-Apr-2026 06:18 PM,23-Apr-2026 11:00 AM,techsummary_2107149.pdf (162.80 KB),1.0,6023015.0,M/S BHOOMI ASSOCIATE,02-Apr-2026 12:58 PM,Rejected-Finance,L2,18-Jun-2026 12:43 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1129434_20,SM/(E-TENDER CELL)/2026/730 DATED-18.03.2026,Providing and fixing Decorative Motif on Street Light poles on various roads Greater Noida.,1.0,6019630.0,M/S R B ASSOCIATE,INR,"9,312,009.9",Finance,UNDER EVALUATION,ASHWANI KUMAR CHATURVEDI,23-Apr-2026 11:35 AM,,BOQ Comparative Chart,ACEO,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL_ELECTRIC,AJIT BHAI PATEL,18-Jun-2026 12:43 PM,finsummary_2107149.pdf (146.70 KB),AOC,"1,94,000",No,fixed,,Nil,Nil,24-Mar-2026 05:00 PM,06-Apr-2026 11:00 AM,24-Mar-2026 05:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,24-Mar-2026 05:00 PM,02-Apr-2026 05:00 PM,23-Apr-2026 11:00 AM,SM_TENDER CELL,GNIDA OFFICE,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",1.0,SBI Bank,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/730 DATED-18.03.2026,2026_GNIDA_1129434_20,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"2,150",Nil,Nil,No,Providing and fixing Decorative Motif on Street Light poles on various roads Greater Noida.,Providing and fixing Decorative Motif on Street Light poles on various roads Greater Noida.,REFER TENDER DOCUMENT ,NA ,"96,99,000",Electrical Works,ELECTRIC WORK ,Tender,90.0,60.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2.0,6019630.0,M/S R B ASSOCIATE,02-Apr-2026 12:10 PM,Accepted-AOC,L1,18-Jun-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3.0,6025515.0,M/S SHASHANK ELECTRIC WORKS,02-Apr-2026 11:45 AM,Rejected-Finance,L3,18-Jun-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
