Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,All Bidder Admitted for Technical Evaluation,radheshyam prasad,30-May-2026 06:57 PM,,22-Jun-2026,"INR 596,000",15.0,radheshyam prasad,22-Jun-2026 12:20 PM,Lotno11.pdf (183.00 KB),Er Radheshyam Prasad,Internal,,radheshyam prasad,30-May-2026 06:59 PM,02-Jun-2026 02:00 PM,techsummary_2151890.pdf (185.72 KB),"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur||FWD, deoria",2026_UPIDC_1149384_11,01/EE/2026-27,Bamboo pilling and bracing work at Paliya Chapara Bund Between Km 3.400 to 3.900 in Dist Deoria,1,6136610,M/S RAHUL KUMAR SINGH,23-May-2026 08:04 AM,Accepted-AOC,Lowest Rate,22-Jun-2026 12:20 PM,1.0,6136610.0,M/S RAHUL KUMAR SINGH,INR,"596,000",Er Radheshyam Prasad,Internal,,radheshyam prasad,22-Jun-2026 12:18 PM,finsummary_2151890.pdf (183.37 KB),Finance,Financial Evaluation,radheshyam prasad,22-Jun-2026 11:39 AM,,BOQ Comparative Chart,AOC,"20,600",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BID,18-May-2026 10:00 AM,23-May-2026 02:00 PM,18-May-2026 10:00 AM,23-May-2026 11:00 AM,NA ,NA ,18-May-2026 10:00 AM,23-May-2026 11:00 AM,02-Jun-2026 02:00 PM,1.0,Additional Terms and Conditions,Technical Bid,,Executive Engineer,Office Of Executive Engineer Flood Work Division Deoria,Bamboo pilling and bracing work at Paliya Chapara Bund Between Km 3.400 to 3.900 in Dist Deoria,Bamboo pilling and bracing work at Paliya Chapara Bund Between Km 3.400 to 3.900 in Dist Deoria,As Per Tender Notice ,NA ,,Civil Works,NA ,Rate Contract,90.0,15.0,Deoria,274001.0,Office of Executive Engineer Fwd Deoria ,Office Of Executive Engineer Flood Work Division Deoria ,21-May-2026 12:00 PM ,"Office Of Executive Engineer Fwd, Deoria",No ,No,856.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur||FWD, deoria",01/EE/2026-27,2026_UPIDC_1149384_11,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6136627,M/S Shree Shambhu Narayan Tiwari,22-May-2026 08:38 PM,Rejected-Finance,Highest Rate,22-Jun-2026 12:18 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
