Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
25-May-2026 02:00 PM,30-May-2026 02:30 PM,25-May-2026 02:00 PM,30-May-2026 02:00 PM,NA ,NA ,25-May-2026 02:00 PM,30-May-2026 02:00 PM,01-Jun-2026 01:00 PM,Executive Engineer,Office Sharda Sagar Division Pilibhit,677.0,Nil,Nil,No,1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,Cleaning of Kurraia Drain Between Km.0.000 to Km 3.800 for Year 2026-27(Lot 18),Cleaning of Kurraia Drain Between Km.0.000 to Km 3.800 for Year 2026-27(Lot 18),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,Pilibhit,262001.0,NA ,NA ,NA ,Office Sharda Sagar Division Pilibhit,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",02/E.E/2026-27,2026_UPIDC_1143214_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,EE,Internal,,Praveen Prakash Gautam,15-Jun-2026 01:12 PM,finsummary_2160608.pdf (1071.37 KB),Finance,Admitted,Praveen Prakash Gautam,01-Jun-2026 02:34 PM,finance_2160608.pdf,BOQ Comparative Chart,1.0,6154410.0,TYAGI JI CONTRACTOR,INR,"97,402.23",1,6147138,MOHD. ZAKI CONTRACTOR,30-May-2026 12:03 AM,Rejected-AOC,Not Admitted,15-Jun-2026 01:14 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||SSD, pilibhit",2026_UPIDC_1143214_27,02/E.E/2026-27,Cleaning of Kurraia Drain Between Km.0.000 to Km 3.800 for Year 2026-27(Lot 18),15-Jun-2026,"INR 97,402.23",30.0,Praveen Prakash Gautam,15-Jun-2026 01:14 PM,1857.pdf (120.00 KB),Technical,"05 bids received, in which 04 admitted and 01 rejected",Praveen Prakash Gautam,30-May-2026 06:04 PM,technical_2160608.pdf,EE,Internal,,Praveen Prakash Gautam,30-May-2026 06:08 PM,01-Jun-2026 01:00 PM,techsummary_2160608.pdf (1071.37 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6154204,M/s Jograj Contractor,30-May-2026 12:44 PM,Rejected-AOC,Not Admitted,15-Jun-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6153077,NDPSY Enterprises,30-May-2026 06:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 06:04 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6146927,PARVEJ URF MEENU,30-May-2026 08:38 AM,Rejected-AOC,Not Admitted,15-Jun-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,6154410,TYAGI JI CONTRACTOR,30-May-2026 01:37 PM,Accepted-AOC,Admitted,15-Jun-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
