Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,UNDER EVALUATION,PRABHAT SHANKAR,19-Feb-2026 01:26 PM,,02-Jun-2026,"INR 63,436,077.54",270.0,PRABHAT SHANKAR,02-Jun-2026 03:47 PM,1996.pdf (358.00 KB),AWARD LETTER,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,30-Mar-2026 01:07 PM,01-Apr-2026 11:00 AM,techsummary_2052712.pdf (210.53 KB),1.0,5881085.0,M/s Goodhill Builders,16-Feb-2026 07:13 PM,Rejected-Finance,L3,05-May-2026 12:48 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1111235_12,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,"Widening and strengthening of 45m, 24m and 18m wide roads in Sector-16 (Industrial), Greater Noida.",1.0,5874179.0,S R CONSTRUCTIONS,INR,"63,436,077.54",ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,PRABHAT SHANKAR,05-May-2026 12:48 PM,finsummary_2052712.pdf (118.02 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,01-Apr-2026 01:39 PM,,BOQ Comparative Chart,AOC,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,2026_GNIDA_1111235_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"6,770",Nil,Nil,No,SM_TENDER CELL,GNIDA OFFICE,03-Feb-2026 05:00 PM,19-Feb-2026 11:00 AM,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,NA ,NA ,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,01-Apr-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",1.0,SBI Bank,"13,02,000",No,fixed,,Nil,Nil,"Widening and strengthening of 45m, 24m and 18m wide roads in Sector-16 (Industrial), Greater Noida.","Widening and strengthening of 45m, 24m and 18m wide roads in Sector-16 (Industrial), Greater Noida.",REFER TENDER DOCUMENT ,NA ,"6,50,69,317",Civil Works,DEVELOPMENT WORK ,Tender,90.0,270.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2.0,5879248.0,M/S SKV INFRATECH PRIVATE LIMITED,16-Feb-2026 02:33 PM,Rejected-Finance,L2,05-May-2026 12:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3.0,5874179.0,S R CONSTRUCTIONS,16-Feb-2026 05:28 PM,Accepted-AOC,L1,02-Jun-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
