S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6184801.0,UDBHAV CONSTRUCTIONS AND SUPPLIERS,INR,"207,270.8","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2026_UPIDC_1155728_2,01/EE/2026-27,Clearance of Bara Drain from km 0.000 to 8.050 in District Prayagraj.,1,6183762,KHAN CONSTRUCTION,09-Jun-2026 09:46 PM,Rejected-Finance,High Rates,18-Jun-2026 03:50 PM,18-Jun-2026,"INR 207,270.8",11.0,PRADEEP KUMAR SINGH,18-Jun-2026 03:54 PM,AOCBara.pdf (362.00 KB),AOC,Pradeep kumar singh,Internal,"Satya Prakash Chaudhary, Mohd Anvar Accountant",PRADEEP KUMAR SINGH,11-Jun-2026 12:21 PM,11-Jun-2026 01:30 PM,techsummary_2165172.pdf (324.50 KB),Finance,Lowest Bid of M/s Udbhav Construction,PRADEEP KUMAR SINGH,18-Jun-2026 03:35 PM,,BOQ Comparative Chart,Pradeep kumar singh,Internal,D N shukla and Mohd Anwar,PRADEEP KUMAR SINGH,18-Jun-2026 03:50 PM,finsummary_2165172.pdf (24.06 KB),Technical,out 0f 7 only bid admitted,PRADEEP KUMAR SINGH,11-Jun-2026 12:16 PM,technical_2165172.pdf,AOC,Clearance of Bara Drain from km 0.000 to 8.050 in District Prayagraj.,Clearance of Bara Drain from km 0.000 to 8.050 in District Prayagraj.,Please refer Tender documents. ,NA ,"4,16,000",Civil Works - Canal,NA ,Tender,90.0,11.0,Bara Tehshil,212107.0,NA ,NA ,NA ,Prayagraj,No ,No,04-Jun-2026 11:00 AM,10-Jun-2026 12:30 PM,04-Jun-2026 11:00 AM,10-Jun-2026 11:30 AM,NA ,NA ,04-Jun-2026 11:30 AM,10-Jun-2026 11:30 AM,11-Jun-2026 01:30 PM,766.0,Nil,Nil,No,"8,320",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",01/EE/2026-27,2026_UPIDC_1155728_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Baghla Canal division Prayagraj,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,2,6182229,MOHD KAMRAN,10-Jun-2026 09:06 AM,Rejected-Finance,High Rates,18-Jun-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DOC,AOC
,,,,,,,,,3,6184442,M/S INDRAJEET SINGH,10-Jun-2026 09:22 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Jun-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,4,6181085,M/S SAVITA SINGH,10-Jun-2026 08:54 AM,Rejected-Finance,High Rates,18-Jun-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6183445,REKHA DEVI,09-Jun-2026 07:17 PM,Rejected-Finance,High Rates,18-Jun-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6179852,Sri Hari om singh,09-Jun-2026 08:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Jun-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,6184801,UDBHAV CONSTRUCTIONS AND SUPPLIERS,10-Jun-2026 11:10 AM,Accepted-AOC,AOC,18-Jun-2026 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
