Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
30-May-2026 10:00 AM,15-Jun-2026 12:30 PM,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,NA ,NA ,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,16-Jun-2026 10:00 AM,1,DD - Demand Draft,"9,240",No,fixed,,BDO BANSDIH,BANSDIH,surhiya mein dharwar peach road se nagendra singh ke ghar ke peeche tak jig jag interlanking karya (85.00 meter),surhiya mein dharwar peach road se nagendra singh ke ghar ke peeche tak jig jag interlanking karya (85.00 meter),NIT ,NA ,"4,62,000",Civil Works,NA ,Tender,90.0,90.0,KP BANSDIH,277202.0,NA ,NA ,NA ,BDO OFFICE BANSDIH,No ,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,234 Date 27-05-2026 Lot no 5,2026_RDUP_1155375_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,000",BDO BANSDIH,BANSDIH,No,BDO BANSDIH,BDO OFFICE BANSDIH,AOC,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,18-Jun-2026 08:04 PM,finsummary_2164343.pdf (213.28 KB),Technical,Bid Opening Summary,MANOJ KUMAR SHARMA,15-Jun-2026 06:09 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,2026_RDUP_1155375_1,234 Date 27-05-2026 Lot no 5,surhiya mein dharwar peach road se nagendra singh ke ghar ke peeche tak jig jag interlanking karya (85.00 meter),1.0,6192203.0,SHREYANSH SINGH,INR,"461,630.4",1.0,6192571.0,MAA ENTERPRISES,13-Jun-2026 04:58 PM,Rejected-AOC,L3,19-Jun-2026 12:21 PM,18-Jun-2026,"INR 461,630.4",90.0,MANOJ KUMAR SHARMA,19-Jun-2026 12:21 PM,5.pdf (58.00 KB),AOC,Finance,Bid Opening Summary,MANOJ KUMAR SHARMA,18-Jun-2026 01:49 PM,,BOQ Comparative Chart,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,15-Jun-2026 06:15 PM,16-Jun-2026 10:00 AM,techsummary_2164343.pdf (213.28 KB),AOC
,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6192387.0,SHEKHAR ENTERPRISES,13-Jun-2026 04:20 PM,Rejected-AOC,L2,19-Jun-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6192203.0,SHREYANSH SINGH,13-Jun-2026 03:15 PM,Accepted-AOC,L1,19-Jun-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
