Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,30-Apr-2026 06:25 PM,05-May-2026 12:00 PM,techsummary_2124676.pdf (219.18 KB),25-Jun-2026,"INR 1,776,970.14",90.0,ShashiBhushan Yadav,25-Jun-2026 05:12 PM,KrishnaVihar.pdf (139.00 KB),Technical,Summary,ShashiBhushan Yadav,30-Apr-2026 05:56 PM,technical_2124676.pdf,SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,25-May-2026 04:30 PM,finsummary_2124676.pdf (219.18 KB),Finance,Summary,ShashiBhushan Yadav,05-May-2026 03:18 PM,finance_2124676.pdf,BOQ Comparative Chart,1.0,6063340.0,SP ENTERPRISES,INR,"1,776,970.14",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1134316_26,226/RED/GBN/2025-26/Dt- 10.03.2026,Construction of Interlocking and Drain work at Ravi house to Pandit G house in Gadhi Krishna Vihar.,1,6063583,R.K BUILDERS,22-Apr-2026 08:29 PM,Rejected-Finance,L2,25-May-2026 04:30 PM,AOC,17-Apr-2026 09:00 AM,23-Apr-2026 03:30 PM,17-Apr-2026 09:00 AM,23-Apr-2026 12:30 PM,NA ,NA ,17-Apr-2026 09:00 AM,23-Apr-2026 12:30 PM,05-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,T1,Construction of Interlocking and Drain work at Ravi house to Pandit G house in Gadhi Krishna Vihar.,Construction of Interlocking and Drain work at Ravi house to Pandit G house in Gadhi Krishna Vihar.,Civil Work  ,NA ,"19,24,000",Civil Works,NA ,Tender,90.0,90.0,EE RED GBN,201306.0,NA ,NA ,NA ,EE RED GBN,No ,No,EE RED GBN,EE RED GBN,"39,000",No,fixed,,Nil,Nil,1.0,Zero Bid,Date,,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,226/RED/GBN/2025-26/Dt- 10.03.2026,2026_REDUP_1134316_26,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6063340,SP ENTERPRISES,23-Apr-2026 12:27 PM,Accepted-AOC,L1,25-Jun-2026 05:12 PM,AOC,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
