Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Silt clearance of Ghatampur Rt. Sipej 2 Drain from k.m. 6.400 to 0.000,Silt clearance of Ghatampur Rt. Sipej 2 Drain from k.m. 6.400 to 0.000,Please refer Tender documents. ,NA ,"4,74,000",Civil Works - Canal,NA ,Tender,90.0,7.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,09-Jun-2026 10:00 AM,15-Jun-2026 12:00 PM,09-Jun-2026 10:00 AM,15-Jun-2026 11:00 AM,NA ,NA ,09-Jun-2026 10:00 AM,15-Jun-2026 11:00 AM,17-Jun-2026 02:00 PM,1.0,SBI Bank,677.0,Nil,Nil,No,"47,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",01/EE/2026-27,2026_UPIDC_1158137_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,AOC,Finance,Financial Bid Summary,Mahendra Kumar,17-Jun-2026 04:06 PM,finance_2170725.pdf,BOQ Comparative Chart,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,17-Jun-2026 05:25 PM,finsummary_2170725.pdf (188.71 KB),1.0,6195522.0,M/S RAJESH KUMAR KATIYAR,INR,"251,056.12","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1158137_14,01/EE/2026-27,Silt clearance of Ghatampur Rt. Sipej 2 Drain from k.m. 6.400 to 0.000,1,6195190,Mr. Dinesh Singh Sengar,15-Jun-2026 09:05 AM,Rejected-Finance,L3,17-Jun-2026 05:25 PM,20-Jun-2026,"INR 251,056.12",7.0,Mahendra Kumar,17-Jun-2026 06:35 PM,Committee.pdf (189.00 KB),L1,Technical,Technical bid open by committee,Mahendra Kumar,17-Jun-2026 11:44 AM,technical_2170725.pdf,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,17-Jun-2026 01:25 PM,17-Jun-2026 02:00 PM,techsummary_2170725.pdf (188.71 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TechnicalDoc,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6195522,M/S RAJESH KUMAR KATIYAR,15-Jun-2026 10:51 AM,Accepted-AOC,L1,17-Jun-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6194319,M/S SURAJ PRASAD DWEVEDI AND SONS,14-Jun-2026 07:09 PM,Rejected-Technical,Technically not qualified,17-Jun-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6192843,PUSHPENDRA ENTERPRISES,13-Jun-2026 07:07 PM,Rejected-Technical,Technically not qualified,17-Jun-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6194856,Sarla Srivastava,15-Jun-2026 07:56 AM,Rejected-Finance,L2,17-Jun-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,6194867,SHIVAM CONSTRUCTION CO.,15-Jun-2026 03:02 AM,Rejected-Technical,Technically not qualified,17-Jun-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,AOC
