Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
SE RED Meerut,SE RED Meerut,1.0,Fee/PreQual/Technical,.pdf,T1,06-May-2026 03:00 PM,13-May-2026 12:30 PM,06-May-2026 03:00 PM,12-May-2026 04:00 PM,NA ,NA ,06-May-2026 03:00 PM,12-May-2026 04:00 PM,26-May-2026 12:30 PM,"2,714",Nil,Nil,No,Construction of interlocking and drain from Village Mehmoodpur Gurjar to the canal (also known as Minor Dankaur track) connecting to Dhanauri village road and towards Jhajjar route.,Construction of interlocking and drain from Village Mehmoodpur Gurjar to the canal (also known as Minor Dankaur track) connecting to Dhanauri village road and towards Jhajjar route.,Civil Work  ,NA ,"49,32,000",Civil Works,NA ,Tender,90.0,180.0,EE RED GBN,201306.0,SE RED Meerut  ,SE RED Meerut  ,07-May-2026 11:00 AM ,SE RED Meerut,No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,11/SE/RED/MRT/Dt-02.04.2026,2026_REDUP_1145861_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"99,000",No,fixed,,Nil,Nil,AOC,Finance,Summary,ShashiBhushan Yadav,12-Jun-2026 02:27 PM,finance_2142348.pdf,BOQ Comparative Chart,VINOD KUMAR,Internal,,ShashiBhushan Yadav,21-May-2026 05:40 PM,26-May-2026 12:30 PM,techsummary_2142348.pdf (265.98 KB),Technical,summary,ShashiBhushan Yadav,18-May-2026 02:55 PM,,VINOD KUMAR,Internal,,ShashiBhushan Yadav,17-Jun-2026 04:29 PM,finsummary_2142348.pdf (209.05 KB),25-Jun-2026,"INR 4,755,258.47",180.0,ShashiBhushan Yadav,25-Jun-2026 03:49 PM,Mohmadpur.pdf (545.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1145861_2,11/SE/RED/MRT/Dt-02.04.2026,Construction of interlocking and drain from Village Mehmoodpur Gurjar to the canal (also known as Minor Dankaur track) connecting to Dhanauri village road and towards Jhajjar route.,1.0,6107223.0,YASHIKA CONSTRUCTION CO.,INR,"4,755,258.47",1,6107405,KESHAV ENTERPRISES,12-May-2026 09:06 AM,Rejected-Finance,L3,17-Jun-2026 04:29 PM,AOC
,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6107233,M/S JAI MAA VAISNO INFRATECH,11-May-2026 08:16 PM,Rejected-Finance,L4,17-Jun-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6108007,R.K BUILDERS,12-May-2026 01:52 PM,Rejected-Finance,L2,17-Jun-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6107223,YASHIKA CONSTRUCTION CO.,12-May-2026 02:39 PM,Accepted-AOC,L1,25-Jun-2026 03:49 PM,AOC
