Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,,Naveen Kumar Singh,04-Jun-2026 12:45 PM,04-Jun-2026 04:00 PM,techsummary_2162303.pdf (309.12 KB),Technical,technical,Naveen Kumar Singh,03-Jun-2026 03:37 PM,,19-Jun-2026,"INR 398,550.6",20.0,Naveen Kumar Singh,19-Jun-2026 04:55 PM,32.pdf (279.00 KB),1,6160416,M/S FIZZA CONTRACTORS,01-Jun-2026 09:07 PM,Rejected-AOC,2,19-Jun-2026 04:55 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",2026_UPIDC_1151316_29,01/EE/2026-27,lot 32,1.0,6159493.0,NITISH AGARWAL,INR,"398,550.6",Finance,financial,Naveen Kumar Singh,06-Jun-2026 11:36 AM,,BOQ Comparative Chart,EE,Internal,,Naveen Kumar Singh,19-Jun-2026 04:08 PM,finsummary_2162303.pdf (278.84 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer,RCD rampur,"8,000",No,fixed,,Nil,Nil,lot 32,lot 32,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,20.0,rampur,244901.0,NA ,NA ,NA ,RCD rampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",01/EE/2026-27,2026_UPIDC_1151316_29,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,354.0,Nil,Nil,No,1.0,SBI Bank,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,04-Jun-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,6159493,NITISH AGARWAL,01-Jun-2026 04:17 PM,Accepted-AOC,1,19-Jun-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
