Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,2026_DOLBU_1146518_1,9019/NppEtmadpur/2026,Construction Work Of Interlocking Road and Drain In Ward 15 From Bhura Prajapati Home to Fateh Muhammad Home to Ashok Prajapati .,1.0,6115247.0,laxmicontruction,INR,"1,059,977.518",1,6115247,laxmicontruction,14-May-2026 12:05 PM,Accepted-AOC,AOC,20-Jun-2026 04:21 PM,20-Jun-2026,"INR 1,059,977.518",90.0,Navodita Sharma,20-Jun-2026 04:21 PM,financialbhuraprajapati.pdf (494.00 KB),AOC,Navodita Sharma,Internal,"E.O, J.E, ACCOUNTANT",Mohammad shameem,20-Jun-2026 04:16 PM,finsummary_2144224.pdf (493.84 KB),Technical,Admitted,Mohammad shameem,17-Jun-2026 04:18 PM,,NAVODITA SHARMA,Internal,"E.O, J.E, ACCOUNTANT",Mohammad shameem,17-Jun-2026 05:06 PM,17-Jun-2026 05:10 PM,techsummary_2144224.pdf (421.40 KB),Finance,Admitted,Mohammad shameem,17-Jun-2026 05:19 PM,finance_2144224.pdf,BOQ Comparative Chart,AOC,"1,299",E.O,NPP ETMADPUR,No,08-May-2026 03:30 PM,15-May-2026 10:00 AM,08-May-2026 03:30 PM,14-May-2026 05:00 PM,NA ,NA ,08-May-2026 03:30 PM,14-May-2026 05:00 PM,17-Jun-2026 05:10 PM,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,10,070",No,fixed,,E.O,NPP ETMADPUR,Construction Work Of Interlocking Road and Drain In Ward 15 From Bhura Prajapati Home to Fateh Muhammad Home to Ashok Prajapati .,Construction Work Of Interlocking Road and Drain In Ward 15 From Bhura Prajapati Home to Fateh Muhammad Home to Ashok Prajapati .,Please refer Tender documents. ,NA ,"11,00,703",Civil Works,NA ,Tender,90.0,90.0,NPP ETMADPUR,283202.0,NA ,NA ,NA ,NPP ETMADPUR,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,9019/NppEtmadpur/2026,2026_DOLBU_1146518_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,E.O,NPP ETMADPUR,AOC
,,,,,,,,,2,6114576,M/S R. B. ENTERPRISES,14-May-2026 12:56 AM,Rejected-Finance,HIGH,20-Jun-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6115773,P. V. ENTERPRISES,14-May-2026 03:08 PM,Rejected-Finance,HIGHEST,20-Jun-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
