Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,01/EE/2026-27,2026_UPIDC_1145201_13,Yes,Open Tender,Item Wise,Works,3.0,No,No,Online,No,No,No,177.0,Nil,Nil,No,Clearance of Shahpur Rakauli Drain,Clearance of Shahpur Rakauli Drain,Please Refer Tender Document ,NA ,"4,83,000",Civil Works,NA ,Tender,90.0,20.0,Clearance of Shahpur Rakauli Drain,282001.0,NA ,NA ,NA ,Agra,No ,No,1.0,Fee,.pdf,Corrigendum Date,1.0,date and conditions,Date,,05-May-2026 05:00 PM,15-May-2026 12:00 PM,05-May-2026 05:00 PM,14-May-2026 05:00 PM,05-May-2026 05:00 PM ,11-May-2026 05:00 PM ,05-May-2026 05:00 PM,14-May-2026 05:00 PM,26-May-2026 12:00 PM,1.0,SBI Bank,"10,000",Yes,fixed,,Nil,Nil,Executive Engineer,"Lower Division Agra Canal, Agra",AOC,1,6103882,chahar constructions,10-May-2026 07:57 PM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 01:38 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Lower Division Agra Canal Agra,2026_UPIDC_1145201_13,01/EE/2026-27,Clearance of Shahpur Rakauli Drain,Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,25-Jun-2026 12:47 PM,finsummary_2141014.pdf (408.04 KB),Finance,Admitted,NEERAJ KUMAR SINGH,26-May-2026 05:21 PM,,BOQ Comparative Chart,1.0,6115894.0,M/S SONI CONTRACTOR,INR,"242,150",Technical,Admitted,NEERAJ KUMAR SINGH,16-May-2026 03:16 PM,,25-Jun-2026,"INR 242,150",20.0,NEERAJ KUMAR SINGH,25-Jun-2026 04:09 PM,Shahpur.pdf (408.00 KB),Accepted,Neeraj Kumar Singh,Internal,"Binod Kumar Singh, Neeraj Kumar Singh",NEERAJ KUMAR SINGH,25-May-2026 01:38 PM,26-May-2026 12:00 PM,techsummary_2141014.pdf (223.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6105196,CORNHILL CONSTRUCTION,11-May-2026 11:17 AM,Rejected-Technical,Due to Sufficient Document not Submitted,25-May-2026 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6114380,M/s CHANDRA PAL SINGH,14-May-2026 04:09 PM,Rejected-Finance,L2,25-Jun-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6115894,M/S SONI CONTRACTOR,14-May-2026 03:29 PM,Accepted-AOC,L1,25-Jun-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
