Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
12-Jun-2026,"INR 84,773.92",1095.0,RAMESH SINGH BISHT,12-Jun-2026 03:19 PM,AOCcleaning.pdf (289.00 KB),1,6117905,KALPANA,15-May-2026 06:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-May-2026 04:52 PM,1.0,6130706.0,Soham Enterprises,INR,"84,773.92",Lucknow City Transport Service Ltd.,2026_LCTSL_1145948_1,1291 LCT/26/SAF-SAFAI-TENDER,"Cleaning of depot/bus station and office premises, glass cleaning, toilets, urinals, drains and walls",Finance,Admitted.,ASHOK KUMAR MEHROTRA,27-May-2026 05:55 PM,,BOQ Comparative Chart,Managing Director,Internal,COO CFO MD,RAMESH SINGH BISHT,27-May-2026 04:56 PM,27-May-2026 05:00 PM,techsummary_2142607.pdf (418.35 KB),Technical,BId opening,RAMESH SINGH BISHT,27-May-2026 04:52 PM,,Managing Director,Internal,COO CFO MD,RAMESH SINGH BISHT,12-Jun-2026 03:05 PM,finsummary_2142607.pdf (516.61 KB),AOC,1.0,DD - Demand Draft,Lucknow City Transport Service Ltd.,1291 LCT/26/SAF-SAFAI-TENDER,2026_LCTSL_1145948_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Offline,No,No,No,"1,180",Lucknow City Transport Services Limited,Lucknow,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"Cleaning of depot/bus station and office premises, glass cleaning, toilets, urinals, drains and walls","Cleaning of depot/bus station and office premises, glass cleaning, toilets, urinals, drains and walls",As mentioned in tender document. ,NA ,"30,00,000",Housekeeping/ Cleaning,Cleaning of depot/bus station and office ,Tender,90.0,NA ,Lucknow,226001.0,Lucknow ,"Office of Managing Director, Lucknow City Transport Services Limited, 6, Sapru Marg, Hazratganj, Lucknow-226001 ",12-May-2026 03:00 PM ,Lucknow,No ,No,07-May-2026 09:00 AM,20-May-2026 03:30 PM,07-May-2026 09:00 AM,20-May-2026 03:00 PM,NA ,NA ,07-May-2026 09:00 AM,20-May-2026 03:00 PM,27-May-2026 05:00 PM,Managing Director,"Office of Managing Director, Lucknow City Transport Services Limited, 6, Sapru Marg, Hazratganj, Lucknow-226001","50,000",No,fixed,,Lucknow City Tranport Services Limited,Lucknow,AOC
,,,,,,2,6130892,M/S R.K. ENTERPRISES,20-May-2026 01:06 PM,Rejected-Finance,higher price quoted,12-Jun-2026 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,6130706,Soham Enterprises,20-May-2026 12:23 PM,Accepted-AOC,Accepted in Two Parts Rs. 36773.92 and Rs. 48000.00 Total Rs. 84773.92,12-Jun-2026 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,6130818,SOHAM SEVA PRIVATE LIMITED,20-May-2026 12:50 PM,Rejected-Finance,higher price quoted,12-Jun-2026 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
