Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,1.0,SBI Bank,"Maintenance and Repairing of boundary Wall Type- IV block no. 7 to 12 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.01)","Maintenance and Repairing of boundary Wall Type- IV block no. 7 to 12 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.01)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,new Parikalp Vihar colony,226002.0,NA ,NA ,NA ,canal Colony,No ,No,"3,360",No,fixed,,Nil,Nil,Assistant Engineer IV,LDSC Lucknow,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Summary,deena nath maurya,06-Feb-2026 11:31 AM,technical_2048732.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,09-Feb-2026 11:17 AM,finsummary_2048732.pdf (1096.96 KB),Finance,Boq Summary,deena nath maurya,09-Feb-2026 11:11 AM,finance_2048732.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 11:35 AM,09-Feb-2026 10:00 AM,techsummary_2048732.pdf (1096.96 KB),17-Feb-2026,"INR 146,509",15.0,deena nath maurya,30-Jun-2026 01:25 PM,agno364.pdf (697.00 KB),AOC,1.0,5837488.0,M/S B.G.ENGINEERS,INR,"146,509","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_1,08/AEIV/2025-26,"Maintenance and Repairing of boundary Wall Type- IV block no. 7 to 12 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.01)",1,5837488,M/S B.G.ENGINEERS,02-Feb-2026 11:51 AM,Accepted-AOC,L1,30-Jun-2026 01:25 PM,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5834726,M/S M. K. CONSTRUCTION,31-Jan-2026 11:56 PM,Rejected-AOC,L5,30-Jun-2026 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5837410,M/S U P S CONSTRUCTION,02-Feb-2026 11:38 AM,Rejected-AOC,L3,30-Jun-2026 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5836656,Om Enterprises,02-Feb-2026 02:43 AM,Rejected-AOC,L2,30-Jun-2026 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5834887,URMILA DEVI,01-Feb-2026 12:34 AM,Rejected-AOC,L4,30-Jun-2026 01:25 PM,AOC
