Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Executive Officer/Chairman,Internal,,Pratik Verma,02-Jun-2026 01:05 PM,03-Jun-2026 05:49 PM,techsummary_2139997.pdf (387.79 KB),04-Jun-2026,"INR 158,669.63",90.0,Pratik Verma,04-Jun-2026 04:03 PM,Workorder.pdf (513.00 KB),AOC,Technical,sumitted,Gunjan Gupta,30-May-2026 12:50 PM,,1.0,6138171.0,m/s ashiyana enterprises,INR,"158,669.63",Executive Officer/Chairman,Internal,,Pratik Verma,04-Jun-2026 05:49 PM,finsummary_2139997.pdf (434.90 KB),Finance,summary,Praveen Katiyar,03-Jun-2026 01:22 PM,finance_2139997.pdf,BOQ Comparative Chart,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1144990_19,34/n.p.g.m./peyjal/2026-27,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM BECHELAAL SHOP TO SHYAAMU YAADAV HOUSE,WARD NO-6, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.",1.0,6137508.0,H.I ENTERPRISES,23-May-2026 02:35 PM,Rejected-Finance,High quoted amount,04-Jun-2026 11:35 AM,AOC,"15,923",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,34/n.p.g.m./peyjal/2026-27,2026_DOLBU_1144990_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,188.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,03-Jun-2026 10:00 AM,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM BECHELAAL SHOP TO SHYAAMU YAADAV HOUSE,WARD NO-6, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.","LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM BECHELAAL SHOP TO SHYAAMU YAADAV HOUSE,WARD NO-6, NAGAR PANCHAYAT GANJ MORADABAD,UNNAO.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,1,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6138171.0,m/s ashiyana enterprises,23-May-2026 09:23 PM,Accepted-AOC,Low quoted amount,04-Jun-2026 04:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6136903.0,M/S BHARAT ENTERPRISES,23-May-2026 09:22 AM,Rejected-Finance,High quoted amount,04-Jun-2026 11:35 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
