EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"1,65,098",No,fixed,,Office Executive officer Npp Pt. DDU Nagar chanda,Chandauli,1.0,Fee/PreQual/Technical,.pdf,NSC FDR and TDR,"1,650",Office Executive officer Npp Pt. DDU Nagar chanda,chandauli,No,1.0,FDR - Fixed Deposit,Rajeev mohan saxena,Office Executive officer Npp Pt. DDU Nagar chanda,Directorate of Local Bodies UP||Nagar Palika Parishad Pt. Deendayal Upadhayay Chandauli,Letter no.317/NPP/Pt. DDU Nagar/2026-27 Date 13.04.2026,2026_DOLBU_1136942_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,16-Apr-2026 09:00 AM,08-May-2026 03:00 PM,16-Apr-2026 09:00 AM,08-May-2026 02:00 PM,NA ,NA ,16-Apr-2026 09:00 AM,08-May-2026 02:00 PM,23-May-2026 12:00 PM,"Wd No.11 Mawai bhag-1 me sarnath yadav se faujdar, mahendra mangaru ke makan tak cc road v rcc hume pipe karya","Wd No.11 Mawai bhag-1 me sarnath yadav se faujdar, mahendra mangaru ke makan tak cc road v rcc hume pipe karya","Wd No.11 Mawai bhag-1 me sarnath yadav se faujdar, mahendra mangaru ke makan tak cc road v rcc hume pipe karya ",NA ,"16,50,984",Civil Works,NA ,Tender,90.0,30.0,Chandauli,232101.0,NA ,NA ,NA ,Office Executive officer Npp Pt. DDU Nagar chanda,No ,No,AOC,Rajeev mohan saxena,Internal,Lowest rate,Amar Deep,15-Jun-2026 08:19 AM,finsummary_2123066.pdf (266.58 KB),Technical,Accepted,Rajeev Mohan Saxena,22-May-2026 11:33 PM,technical_2123066.pdf,Rajeev mohan saxena,Internal,Accepted,Rajeev Mohan Saxena,22-May-2026 11:56 PM,23-May-2026 12:00 PM,techsummary_2123066.pdf (251.76 KB),Finance,Accepeted,Amar Deep,15-Jun-2026 08:14 AM,finance_2123066.pdf,BOQ Comparative Chart,1,6097143,M/S AMAR BAHADUR SINGH,07-May-2026 07:18 PM,Rejected-Finance,highest rate,15-Jun-2026 08:19 AM,1.0,6097366.0,SANJAY ENTERPRISES,INR,"1,648,507.52",Directorate of Local Bodies UP||Nagar Palika Parishad Pt. Deendayal Upadhayay Chandauli,2026_DOLBU_1136942_1,Letter no.317/NPP/Pt. DDU Nagar/2026-27 Date 13.04.2026,"Wd No.11 Mawai bhag-1 me sarnath yadav se faujdar, mahendra mangaru ke makan tak cc road v rcc hume pipe karya",15-Jun-2026,"INR 1,648,507.52",30.0,Amar Deep,15-Jun-2026 08:44 AM,sarnarkkk.pdf (300.00 KB),AOC
,,,,,,,,.pdf,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6097258,M/S HANS CONSTRUCTION,07-May-2026 09:00 PM,Rejected-AOC,highest rate,15-Jun-2026 08:44 AM,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6097366,SANJAY ENTERPRISES,07-May-2026 10:00 PM,Accepted-AOC,low,15-Jun-2026 08:44 AM,,,,,,,,,,,,,,,,AOC
