Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1151374_1,01/AEI/2026-27 Lot 10,SCRAPING OF Muradpur DRAIN KM 0.002 TO KM 2.099,1.0,6145919.0,Shree Construction,INR,"69,348.58",1,6150543,balaji electricals,29-May-2026 07:26 AM,Rejected-Finance,L2,25-Jun-2026 12:39 PM,25-Jun-2026,"INR 69,348.58",10.0,Amar Jeet,25-Jun-2026 12:42 PM,010.pdf (386.00 KB),AMARJEET,Internal,,Amar Jeet,01-Jun-2026 02:20 PM,01-Jun-2026 03:00 PM,techsummary_2156638.pdf (981.26 KB),Finance,ok,Amar Jeet,25-Jun-2026 12:36 PM,finance_2156638.pdf,BOQ Comparative Chart,AMARJEET,Internal,,Amar Jeet,25-Jun-2026 12:39 PM,finsummary_2156638.pdf (199.70 KB),Technical,ok,Amar Jeet,01-Jun-2026 01:26 PM,technical_2156638.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical,"3,060",Yes,fixed,,Nil,Nil,SCRAPING OF Muradpur DRAIN KM 0.002 TO KM 2.099,SCRAPING OF Muradpur DRAIN KM 0.002 TO KM 2.099,Please refer Tender documents. ,NA ,"1,53,000",Civil Works,NA ,Tender,90.0,10.0,ASSISTANT ENGINEER Ist SSK36 JAUNPUR,222002.0,NA ,NA ,NA ,ASSISTANT ENGINEER Ist SSK36 JAUNPUR,No ,No,ASSISTANT ENGINEER Ist SSK36 JAUNPUR,ASSISTANT ENGINEER Ist SSK36 JAUNPUR,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/AEI/2026-27 Lot 10,2026_UPIDC_1151374_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,679.0,Nil,Nil,No,1.0,SBI Bank,23-May-2026 11:00 AM,30-May-2026 02:00 PM,23-May-2026 11:00 AM,30-May-2026 01:00 PM,NA ,NA ,23-May-2026 11:00 AM,30-May-2026 01:00 PM,01-Jun-2026 03:00 PM,AOC
,,,,,,,,,2,6144201,M/S VIRENDRA KUMAR SINGH,28-May-2026 03:29 AM,Rejected-Finance,L6,25-Jun-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6149557,SAJAL SINGH,29-May-2026 08:59 PM,Rejected-Finance,L3,25-Jun-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6149422,Shardool Vikram Singh,30-May-2026 08:08 AM,Rejected-Finance,L4,25-Jun-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6145919,Shree Construction,27-May-2026 03:48 PM,Accepted-AOC,l1,25-Jun-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6151915,VINOD CONSTRUCTION,29-May-2026 04:52 PM,Rejected-Finance,L5,25-Jun-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
