Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||FWD, barabanki",01/EE/2026-27,2026_UPIDC_1149835_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"18,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,19-May-2026 10:00 AM,26-May-2026 02:00 PM,19-May-2026 11:00 AM,26-May-2026 01:00 PM,NA ,NA ,19-May-2026 11:00 AM,26-May-2026 01:00 PM,02-Jun-2026 10:00 AM,470.0,Nil,Nil,No,1.0,SBI Bank,Lot_10_Silt Clearance of Kandhaipur Drain from Km. 1.000 to Km. 9.600,Lot_10_Silt Clearance of Kandhaipur Drain from Km. 1.000 to Km. 9.600,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI,No ,No,EXECUTIVE ENGINEER,FLOOD WORKS DIVISION BARABANKI,AOC,"SHASHIKANT SINGH, EXECUTIVE ENGINEER, FLOOD WORKS DIVISION, BARABANKI",Internal,"Mr. RAJNISH KUMAR GAUTAM EXECUTIVE ENGINEER IRRIGATION DIVISION AYODHYA, Mr. SANJAY KUMAR SINGH FLOOD WORKS DIVISION AYODHYA",shashikant singh,03-Jun-2026 02:58 PM,finsummary_2153372.pdf (187.74 KB),Finance,FINANCAL EVALUATION SUMMERY,shashikant singh,03-Jun-2026 01:58 PM,finance_2153372.pdf,BOQ Comparative Chart,1.0,6139083.0,SAKSHI ENTERPRISES,INR,"485,040",1,6141943,JAGAT ENTERPRISES,26-May-2026 05:04 AM,Rejected-Finance,QUOTED RATE GRATER THAN L2,03-Jun-2026 02:58 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||FWD, barabanki",2026_UPIDC_1149835_10,01/EE/2026-27,Lot_10_Silt Clearance of Kandhaipur Drain from Km. 1.000 to Km. 9.600,"SHASHIKANT SINGH, EXECUTIVE ENGINEER, FLOOD WORKS DIVISION, BARABANKI",Internal,"Mr. RAJNISH KUMAR GAUTAM EXECUTIVE ENGINEER IRRIGATION DIVISION AYODHYA, Mr. SANJAY KUMAR SINGH FLOOD WORKS DIVISION AYODHYA",shashikant singh,01-Jun-2026 07:26 PM,02-Jun-2026 10:00 AM,techsummary_2153372.pdf (106.12 KB),07-Jun-2026,"INR 485,040",10.0,shashikant singh,25-Jun-2026 07:32 PM,AOC_Kandhaipur.pdf (603.00 KB),ACCEPTANCE OF TENDER,Technical,TECHNICAL EVALUATION SUMMERY,shashikant singh,01-Jun-2026 05:34 PM,technical_2153372.pdf,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6138569,M/S Aneeta,25-May-2026 08:04 PM,Rejected-Technical,TECHNICAL BID NOT QUALIFIED,01-Jun-2026 07:26 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6131225,M/S UDAY RAJ,25-May-2026 08:38 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Jun-2026 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,6139083,SAKSHI ENTERPRISES,25-May-2026 10:34 AM,Accepted-AOC,ACCEPTANCE OF TENDER,25-Jun-2026 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
