S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,NIRMAN WORK,NIRMAN WORK,Please refer Tender documents. ,NA ,"9,89,000",Civil Works,NA ,Tender,90.0,30.0,ALIGARH,202001.0,NA ,NA ,NA ,NAGAR NIGAM ALIGARH,No ,No,Directorate of Local Bodies UP||Aligarh Municipal Corporation,6268(86)/NNA/2025-26,2026_DOLBU_1112386_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,EE,NAGAR NIGAM ALIGARH,18-Mar-2026 05:00 PM,25-Mar-2026 11:00 AM,18-Mar-2026 05:00 PM,24-Mar-2026 05:00 PM,NA ,NA ,18-Mar-2026 05:00 PM,24-Mar-2026 05:00 PM,18-Apr-2026 05:20 PM,"99,000",No,fixed,,Nil,Nil,AOC,Technical,All Documents Completed,Rajvir Singh,18-Apr-2026 12:52 PM,technical_2093834.pdf,CE,Internal,EE,Danish Haider Naqvi,06-May-2026 04:18 PM,finsummary_2093834.pdf (193.41 KB),Finance,ok,Rajvir Singh,06-May-2026 02:21 PM,,BOQ Comparative Chart,CE,Internal,EE,Danish Haider Naqvi,18-Apr-2026 05:19 PM,18-Apr-2026 05:20 PM,techsummary_2093834.pdf (193.41 KB),09-Jun-2026,"INR 982,077",30.0,Rajvir Singh,09-Jun-2026 11:38 AM,cammetti.pdf (193.00 KB),ok,1,6001515,M/S AS ASSOCIATES,23-Mar-2026 11:26 PM,Accepted-AOC,ok,09-Jun-2026 11:38 AM,1.0,6001515.0,M/S AS ASSOCIATES,INR,"982,077",Directorate of Local Bodies UP||Aligarh Municipal Corporation,2026_DOLBU_1112386_2,6268(86)/NNA/2025-26,NIRMAN WORK,AOC
,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6001220,S K CONSTRUCTION,24-Mar-2026 09:39 AM,Rejected-Finance,OK,06-May-2026 04:18 PM,,,,,,,,,,AOC
