Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
25-Jun-2026,"INR 2,549,738",7.0,narendra kumar chaudhary,25-Jun-2026 05:19 PM,06125.pdf (485.00 KB),1,6193778,Cotec Builders,14-Jun-2026 10:34 PM,Accepted-AOC,L1,25-Jun-2026 05:19 PM,1.0,6193778.0,Cotec Builders,INR,"2,549,738",Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1158410_6,125/Nirman/2026-27 Date 06.06.2026,Work to install a view cutter on the south side of the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27. 225.00 to 270.00 chainage,Finance,Finance,narendra kumar chaudhary,22-Jun-2026 11:13 AM,,BOQ Comparative Chart,CE,Internal,,Kuldeep Kumar Tamar,20-Jun-2026 06:25 PM,22-Jun-2026 10:00 AM,techsummary_2171049.pdf (515.14 KB),Technical,Technical,narendra kumar chaudhary,17-Jun-2026 01:31 PM,,ce,Internal,,narendra kumar chaudhary,25-Jun-2026 05:16 PM,finsummary_2171049.pdf (484.91 KB),AOC,1,Fee/PreQual/Technical,.pdf,Tender Notice,"1,416",Nil,Nil,No,"89,991",No,percentage,3.0%,Nil,Nil,1.0,SBI Bank,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,125/Nirman/2026-27 Date 06.06.2026,2026_DOLBU_1158410_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 01:00 PM,16-Jun-2026 03:30 PM,09-Jun-2026 01:00 PM,16-Jun-2026 03:00 PM,NA ,NA ,09-Jun-2026 01:00 PM,16-Jun-2026 03:00 PM,22-Jun-2026 10:00 AM,Work to install a view cutter on the south side of the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27. 225.00 to 270.00 chainage,Work to install a view cutter on the south side of the Municipal Corporation land near the Shanti Nagar STP plant in Ward 27. 225.00 to 270.00 chainage,Please refer Tender documents. ,NA ,"29,99,693",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,CE,Ghaziabad Nagar Nigam,AOC
,,,,,,2,6188164,R G Buildtech Engineers Limited,13-Jun-2026 05:00 PM,Rejected-Finance,L2,25-Jun-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
