Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1132190_1,371/SE-AGRA/E-TENDER/2025-26,"PROPOSED FIRE FIGHTING WORKS AT 50 BED MCH WING AT IGLAS, DISTRICT-ALIGARH",1.0,6050152.0,EKLAVYA SERVICES,INR,"7,330,459.5",1,6050152,EKLAVYA SERVICES,17-Apr-2026 02:51 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,04-Jun-2026 12:03 PM,12-May-2026,"INR 7,330,459.5",240.0,NAGENDRA YADAV,04-Jun-2026 12:03 PM,371.pdf (99.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,22-Apr-2026 02:32 PM,23-Apr-2026 10:00 AM,techsummary_2112989.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,24-Apr-2026 04:43 PM,finance_2112989.pdf,BOQ Comparative Chart,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE SANJAY KUMAR YADAV AE, SUNIL GUPTA JE, DHARMRUCHI SINGH ACCOUNT INCHARGE",NAGENDRA YADAV,24-Apr-2026 04:58 PM,finsummary_2112989.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,22-Apr-2026 02:25 PM,technical_2112989.pdf,AOC,1.0,BG - Bank Guarantee,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,371/SE-AGRA/E-TENDER/2025-26,2026_UPRNS_1132190_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,48,000",No,fixed,,EE,ALIGARH,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","5,900",EE,ALIGARH,No,02-Apr-2026 10:00 AM,18-Apr-2026 10:00 AM,02-Apr-2026 10:00 AM,17-Apr-2026 05:00 PM,NA ,NA ,02-Apr-2026 10:00 AM,17-Apr-2026 05:00 PM,23-Apr-2026 10:00 AM,"PROPOSED FIRE FIGHTING WORKS AT 50 BED MCH WING AT IGLAS, DISTRICT-ALIGARH","PROPOSED FIRE FIGHTING WORKS AT 50 BED MCH WING AT IGLAS, DISTRICT-ALIGARH",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,240.0,"IGLAS, ALIGARH",202124.0,NA ,NA ,NA ,AGRA,No ,No,AOC
,,,,,,,,,2,6054244,M/S Ajay Construction,17-Apr-2026 03:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Apr-2026 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6045356,M/S Vilaso Enterprises,17-Apr-2026 04:32 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,24-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6053461,SABRI SAFETY SOLUTION,17-Apr-2026 03:34 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Apr-2026 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
