Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2026_UPIDC_1156368_7,02/EEAID/2026-27,LOT 07 Janpad Bijnor mein Dhara Nadi ke daaye kinare par Pili Bandh ke Km 13.000 ke nikat bandh ki suraksha hetu kataav nirodhak karya.,1.0,6178223.0,KAUSHIK CONSTRUCTION AND SUPPLIERS,INR,"480,837.65",1,6175256,CHAUDHARY CONSTRUCTIONS,07-Jun-2026 06:38 PM,Rejected-AOC,rejected,16-Jun-2026 02:39 PM,16-Jun-2026,"INR 480,837.65",12.0,avadhesh kumar sharma,16-Jun-2026 02:39 PM,13A.pdf (518.00 KB),Ag.No. 13/EE/2026-27 DATE 11.06.2026 M/S KAUSHIK CONSTRUCTION AND SUPPLIEIRS,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,09-Jun-2026 12:47 PM,10-Jun-2026 12:00 PM,techsummary_2166805.pdf (454.89 KB),Finance,All bids accepted in first Stage Finencial evaluation is under process.,avadhesh kumar sharma,10-Jun-2026 02:19 PM,,BOQ Comparative Chart,Avadhesh Kumar sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV.-4 BIJNOR,avadhesh kumar sharma,16-Jun-2026 01:39 PM,finsummary_2166805.pdf (461.67 KB),Technical,All bids accepted in first Stage Technical evaluation is under process.,avadhesh kumar sharma,08-Jun-2026 04:47 PM,,AOC,1.0,SBI Bank,EXECUTIVE ENGINEER,OFFICE OF THE EXECUTIVE ENGINEER AFZALGARH IRRIGATION DIVISION DHAMPUR,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",02/EEAID/2026-27,2026_UPIDC_1156368_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"17,000",No,fixed,,Nil,Nil,LOT 07 Janpad Bijnor mein Dhara Nadi ke daaye kinare par Pili Bandh ke Km 13.000 ke nikat bandh ki suraksha hetu kataav nirodhak karya.,LOT 07 Janpad Bijnor mein Dhara Nadi ke daaye kinare par Pili Bandh ke Km 13.000 ke nikat bandh ki suraksha hetu kataav nirodhak karya.,AS PER NIT ,NA ,"8,26,000",Civil Works,NA ,Tender,90.0,12.0,DHAMPUR,246761.0,NA ,NA ,NA ,DHAMPUR,No ,No,766.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,02-Jun-2026 12:00 PM,08-Jun-2026 12:30 PM,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,NA ,NA ,02-Jun-2026 12:00 PM,08-Jun-2026 12:00 PM,10-Jun-2026 12:00 PM,AOC
,,,,,,,,,2,6178223,KAUSHIK CONSTRUCTION AND SUPPLIERS,08-Jun-2026 10:27 AM,Accepted-AOC,accepted,16-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,3,6178368,M/S DELTA CONSTRUCTION,08-Jun-2026 11:18 AM,Rejected-AOC,rejected,16-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6177577,M/S PARVEEN SINGH,07-Jun-2026 11:46 PM,Rejected-AOC,rejected,16-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6178051,M/S SANJEEV KUMAR CONTRACTOR,08-Jun-2026 09:43 AM,Rejected-AOC,rejected,16-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6177327,RAJENDRA SINGH,07-Jun-2026 09:08 PM,Rejected-AOC,rejected,16-Jun-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
