Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee/PreQual/Technical,.pdf,fee and document,VIKASH KHAND ZAMANIA GRAM SABHA KHAJUHA SUGWALIYA PICH ROAD SE RAJA BIND KE GHAR TAK ENTERLOCKING KARY,VIKASH KHAND ZAMANIA GRAM SABHA KHAJUHA SUGWALIYA PICH ROAD SE RAJA BIND KE GHAR TAK ENTERLOCKING KARY,Please refer Tender documents. ,NA ,"10,35,000",Civil Works,NA ,Tender,90.0,90.0,GHAZIPUR,226007.0,NA ,NA ,NA ,OFFICE E.E. R.E.D. GHAZIPUR,No ,No,10-Apr-2026 04:38 PM,18-Apr-2026 12:30 PM,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 11:00 AM,18-Apr-2026 12:00 PM,29-Apr-2026 01:00 PM,"20,700",No,percentage,2.0%,Nil,Nil,854.0,Nil,Nil,No,E.E. R.E.D. GHAZIPUR,OFFICE E.E. R.E.D. GHAZIPUR,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,96/ST/date 17.03.2026,2026_REDUP_1135417_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Technical,open,Puneet Kumar,18-Apr-2026 04:08 PM,technical_2119900.pdf,EE,Internal,AE DAO,Puneet Kumar,10-Jun-2026 06:54 PM,finsummary_2119900.pdf (1072.44 KB),Finance,OPEN,Puneet Kumar,29-Apr-2026 02:33 PM,finance_2119900.pdf,BOQ Comparative Chart,EE,Internal,AE DAO,Puneet Kumar,27-Apr-2026 04:48 PM,29-Apr-2026 01:00 PM,techsummary_2119900.pdf (91.68 KB),10-Jun-2026,"INR 1,218,956",90.0,Puneet Kumar,10-Jun-2026 06:56 PM,RP.pdf (1072.00 KB),L1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE GHAZIPUR,2026_REDUP_1135417_2,96/ST/date 17.03.2026,VIKASH KHAND ZAMANIA GRAM SABHA KHAJUHA SUGWALIYA PICH ROAD SE RAJA BIND KE GHAR TAK ENTERLOCKING KARY,1.0,6049839.0,M/S R P CONSTRUCTION,INR,"1,218,956",1,6051993,M/S MUKESH KUMAR,16-Apr-2026 02:37 PM,Rejected-Finance,L2,10-Jun-2026 06:54 PM,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6049839,M/S R P CONSTRUCTION,16-Apr-2026 01:41 PM,Accepted-AOC,L1,10-Jun-2026 06:56 PM,AOC
