S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6148629.0,ASHISH KUMAR CONSTRUCTION,INR,"8,951,786.28",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1154774_1,16/GM-4/UPPCL/2026-27 Dated 26-05-2026,TOURISM DEVLOPMENT WORK OF PARK IN FRONT OF BSNL OFFICE AT AWAS VIKAS COLONY IN DISTRICT- MAINPURI (U.P.),1,6148629,ASHISH KUMAR CONSTRUCTION,28-May-2026 12:27 PM,Accepted-AOC,L1,25-Jun-2026 06:06 PM,19-Jun-2026,"INR 8,951,786.28",180.0,RAJIV KUMAR PANDEY,25-Jun-2026 06:06 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Ashish Kumar Construction,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,04-Jun-2026 05:38 PM,05-Jun-2026 03:00 PM,techsummary_2163072.pdf (1995.68 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,05-Jun-2026 03:51 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,05-Jun-2026 04:27 PM,finsummary_2163072.pdf (116.96 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,04-Jun-2026 05:30 PM,,AOC,"1,81,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,16/GM-4/UPPCL/2026-27 Dated 26-05-2026,2026_UPPRC_1154774_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,22-Jul-2026 02:48 PM,03-Jun-2026 03:00 PM,27-May-2026 04:30 PM,03-Jun-2026 02:00 PM,NA ,NA ,22-Jul-2026 02:48 PM,03-Jun-2026 02:00 PM,05-Jun-2026 03:00 PM,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",1.0,SBI Bank,"11,800",Nil,Nil,No,TOURISM DEVLOPMENT WORK OF PARK IN FRONT OF BSNL OFFICE AT AWAS VIKAS COLONY IN DISTRICT- MAINPURI (U.P.),TOURISM DEVLOPMENT WORK OF PARK IN FRONT OF BSNL OFFICE AT AWAS VIKAS COLONY IN DISTRICT- MAINPURI (U.P.),Please refer Tender documents. ,NA ,"90,46,777",Miscellaneous Works,NA ,Tender,90.0,180.0,BSNL Office Park Distt Mainpuri,205001.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",29-May-2026 11:00 AM ,General Manager (Zone-4) Agra,No ,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,AOC
,,,,,,,,,2,6162768,M/S PRADEEP KUMAR MISHRA THEKEDAR,02-Jun-2026 06:25 PM,Rejected-Finance,Being Second Lowest,05-Jun-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
