Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Bids submitted,MEENAKSHI AGARWAL,25-Apr-2026 07:09 PM,finance_2128319.pdf,BOQ Comparative Chart,1,6068088,ELITE CONSTRUCTION COMPANY,25-Apr-2026 11:19 AM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,1.0,6068200.0,R.R ENTERPRISES & COMPANY,INR,"410,877","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1139812_1,921/AA-4/25-26,Construction work of footpath and drain from Rajesh band shop to santoshi mata mandir under khalasi line gwaltoli ward-04 zone-4.,19-May-2026,"INR 410,877",30.0,MEENAKSHI AGARWAL,18-Jul-2026 05:07 PM,921.pdf (607.00 KB),Agreement deed Complete,EE 4,Internal,EE 4,MEENAKSHI AGARWAL,27-Apr-2026 07:32 PM,techsummary_2128319.pdf (44.15 KB),EE 4,Internal,EE 4,MEENAKSHI AGARWAL,27-Apr-2026 07:35 PM,finsummary_2128319.pdf (44.15 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,Construction work of footpath and drain from Rajesh band shop to santoshi mata mandir under khalasi line gwaltoli ward-04 zone-4.,Construction work of footpath and drain from Rajesh band shop to santoshi mata mandir under khalasi line gwaltoli ward-04 zone-4.,Please refer Tender documents. ,NA ,"4,83,384",Civil Works,NA ,Tender,90.0,30.0,ward-04 Gwaltoli,208801.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,1.0,SBI Bank,21-Apr-2026 03:00 PM,25-Apr-2026 04:00 PM,21-Apr-2026 03:00 PM,25-Apr-2026 03:00 PM,NA ,NA ,21-Apr-2026 03:00 PM,25-Apr-2026 03:00 PM,590.0,Nil,Nil,No,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel","48,338",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",921/AA-4/25-26,2026_NNKAN_1139812_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,6066034,H.A.CONSTRUCTIONS,24-Apr-2026 06:07 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,6067564,HANIYA IT SOLUTIONS,24-Apr-2026 10:40 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,6068099,K K ENTERPRISES,25-Apr-2026 11:21 AM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,6067288,KSHAMA ENTERPRISES,24-Apr-2026 07:32 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,6066615,M/s Farhan Enterprises,24-Apr-2026 02:43 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,6065266,M/S JANVI ENTERPRISES,24-Apr-2026 10:53 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,6067050,M/S M.S.ENTERPRISES,24-Apr-2026 10:59 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,6066659,M/s Super Construction Company,24-Apr-2026 02:54 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,6067972,NAVYA CONSTRUCTION,25-Apr-2026 10:40 AM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,6068200,R.R ENTERPRISES & COMPANY,25-Apr-2026 12:01 PM,Accepted-AOC,Aoc issue,18-Jun-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,6064855,SHINE SKY CONSTRUCTION,24-Apr-2026 06:23 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,6067296,T S ENTERPRISES,24-Apr-2026 07:39 PM,Rejected-Finance,Not Selected in Lottery,27-Apr-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
