Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1142453_2,01/PM-10/UPPCL/2026-27/Dated 20-04-2026,"Construction of CC road in Block Charkhari village Patha, Construction of Interlocking in Block Kabrai village Singhanpur Baghari and village Baratpahadi in District Mahoba.",1.0,6079957.0,AVADHESH CONSTRUCTION,INR,"3,520,886.69",1,6079957,AVADHESH CONSTRUCTION,03-May-2026 01:41 PM,Accepted-AOC,L1,04-Jun-2026 07:01 PM,27-May-2026,"INR 3,520,886.69",90.0,SATYA PRIYA,04-Jun-2026 07:01 PM,AOC1142453_2.pdf (434.00 KB),Lowest Bidder,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.,UNIT-10,KANPUR",SATYA PRIYA,19-May-2026 02:19 PM,20-May-2026 09:00 AM,techsummary_2133727.pdf (1085.84 KB),Finance,Summary2,SATYA PRIYA,23-May-2026 04:07 PM,finance_2133727.pdf,BOQ Comparative Chart,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCOUNTANT,UNIT-10,KANPUR",SATYA PRIYA,23-May-2026 06:49 PM,finsummary_2133727.pdf (1085.84 KB),Technical,Summary1142453_2,SATYA PRIYA,19-May-2026 01:10 PM,technical_2133727.pdf,AOC,27-Apr-2026 02:00 PM,04-May-2026 04:00 PM,27-Apr-2026 02:00 PM,04-May-2026 03:00 PM,NA ,NA ,27-Apr-2026 02:00 PM,04-May-2026 03:00 PM,20-May-2026 09:00 AM,1.0,SBI Bank,"5,900",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,01/PM-10/UPPCL/2026-27/Dated 20-04-2026,2026_UPPRC_1142453_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"71,000",Yes,fixed,,Nil,Nil,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"Construction of CC road in Block Charkhari village Patha, Construction of Interlocking in Block Kabrai village Singhanpur Baghari and village Baratpahadi in District Mahoba.","Construction of CC road in Block Charkhari village Patha, Construction of Interlocking in Block Kabrai village Singhanpur Baghari and village Baratpahadi in District Mahoba.","Construction of CC road in Block Charkhari village Patha, Construction of Interlocking in Block Kabrai village Singhanpur Baghari and village Baratpahadi in District Mahoba. ",NA ,,Road Works,CC Road and interlocking ,Tender,90.0,90.0,MAHOBA,210427.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,AOC
,,,,,,,,,2,6080176,SHIV CONSTRUCTION,03-May-2026 09:29 AM,Rejected-Finance,L2,23-May-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
