Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,01/RED/Accounts/Tender file no-76/26-27 date 02-04-26,2026_REDUP_1141076_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Apr-2026 12:00 PM,07-May-2026 12:30 PM,24-Apr-2026 12:00 PM,06-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 12:00 PM,06-May-2026 12:00 PM,22-May-2026 12:30 PM,"2,714",Nil,Nil,No,1.0,SBI Bank,"SE, RED, Saharanpur","O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE","98,000",No,fixed,,Nil,Nil,Gram ghatayan dakshini block jansath mein rishipaal dhimaan ke makaan se ravidas baraat ghar ki or interlocking karya,Gram ghatayan dakshini block jansath mein rishipaal dhimaan ke makaan se ravidas baraat ghar ki or interlocking karya,Gram ghatayan dakshini block jansath mein rishipaal dhimaan ke makaan se ravidas baraat ghar ki or interlocking karya ,NA ,"48,86,000",Civil Works,NA ,Tender,90.0,90.0,Muzaffarnagar,251314.0,"O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE. ","O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE ",24-Apr-2026 03:00 PM ,"O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE.",No ,No,1.0,Fee/PreQual/Technical,.pdf,Fees and EMD,AOC,Finance,all bidsa dmitted,Habib ullah,17-Jun-2026 11:37 AM,,BOQ Comparative Chart,"Habibullah,SE, RED, Saharanpur",Internal,"Arvind Kumar, DAO, RED, Muzaffarnagar, Anil Kumar, EE, RED, Muzaffarnagar and Habibullah, EE, RED, Shamli",Habib ullah,15-May-2026 03:53 PM,22-May-2026 12:30 PM,techsummary_2130733.pdf (369.67 KB),Technical,all bids admitted,Habib ullah,15-May-2026 03:18 PM,,"Habibullah,SE, RED, Saharanpur",Internal,"Arvind Kumar, DAO, RED, Muzaffarnagar,Anil Kumar, EE, RED,Muzaffarnagar and Habibullah, EE, RED, Shamli",Habib ullah,17-Jun-2026 11:57 AM,finsummary_2130733.pdf (985.58 KB),17-Jun-2026,"INR 5,747,607",90.0,Habib ullah,17-Jun-2026 12:23 PM,35.pdf (986.00 KB),L1,1.0,6080346.0,M/S SANDEEP KUMAR CONTRACTOR,06-May-2026 11:44 AM,Accepted-AOC,L1,17-Jun-2026 12:23 PM,1.0,6080346.0,M/S SANDEEP KUMAR CONTRACTOR,INR,"5,747,607",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1141076_1,01/RED/Accounts/Tender file no-76/26-27 date 02-04-26,Gram ghatayan dakshini block jansath mein rishipaal dhimaan ke makaan se ravidas baraat ghar ki or interlocking karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6091149.0,Rama Shyama Constructions,06-May-2026 07:51 AM,Rejected-Finance,L2,17-Jun-2026 11:57 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
