Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_52,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,27,590",No,percentage,3.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"3,011",Nil,Nil,No,Vijaynagar Ward 01 Bagukishyannagar Bhimnagar Mengli No. 7 road construction work.,Vijaynagar Ward 01 Bagukishyannagar Bhimnagar Mengli No. 7 road construction work.,Please refer Tender documents. ,NA ,"42,53,000",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,13-Apr-2026 05:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 05:00 PM,30-Apr-2026 03:00 PM,21-May-2026 03:00 PM,1.0,SBI Bank,CE,Ghaziabad Nagar Nigam,AOC,1,6072302,M/S NORTH INDIA DEVELOPERS,29-Apr-2026 06:31 PM,Rejected-Finance,L2,06-Jun-2026 05:20 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_52,116/Nirman/2026-27 Date 04.04.2026,Vijaynagar Ward 01 Bagukishyannagar Bhimnagar Mengli No. 7 road construction work.,ce,Internal,,Kuldeep Kumar Tamar,06-Jun-2026 05:20 PM,finsummary_2122155.pdf (570.99 KB),Finance,Finance,narendra kumar chaudhary,21-May-2026 03:44 PM,,BOQ Comparative Chart,1.0,6080142.0,R B S CONSTRUCTION COMPANY,INR,"3,615,049",CE,Internal,,Kuldeep Kumar Tamar,19-May-2026 12:52 PM,21-May-2026 03:00 PM,techsummary_2122155.pdf (815.26 KB),Technical,Technical,Kuldeep Kumar Tamar,02-May-2026 12:18 PM,,06-Jun-2026,"INR 3,615,049",60.0,Kuldeep Kumar Tamar,06-Jun-2026 05:24 PM,52116.pdf (571.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6053836,PRAMOD KUMAR SINGHAL,29-Apr-2026 06:17 PM,Rejected-Finance,L2,06-Jun-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6069564,Raghuvanshi buildtech,30-Apr-2026 10:02 AM,Rejected-Finance,L2,06-Jun-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,6080142,R B S CONSTRUCTION COMPANY,30-Apr-2026 12:52 PM,Accepted-AOC,L1,06-Jun-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,6074991,SIDDH CONSTRUCTION COMPANY,29-Apr-2026 01:39 PM,Rejected-Finance,L2,06-Jun-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
