Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Executive Engineer,Internal,,Suresh Kumar Jaiswal,18-May-2026 04:53 PM,18-May-2026 05:00 PM,techsummary_2139486.pdf (434.23 KB),Technical,Opend,Abhishek Rai,14-May-2026 10:29 AM,,04-Jun-2026,"INR 3,153,299",90.0,Abhishek Rai,06-Jun-2026 10:55 AM,bpdf.pdf (153.00 KB),1,6104395,M/S UMESH KUMAR OJHA,11-May-2026 09:14 AM,Accepted-AOC,L1,06-Jun-2026 10:55 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1144823_16,81/EE/RED/GKP/25-26 Date 09-04-2026,Block-Gola mein Pahadpur Kohari Kohra Sampark Marg se Lagunahi mein Shailendra Ojha ke Ghar Tak Pitch Road ka Nirman Karya,1.0,6104395.0,M/S UMESH KUMAR OJHA,INR,"3,153,299",Executive Engineer,Internal,,Abhishek Rai,19-May-2026 12:29 PM,finsummary_2139486.pdf (152.96 KB),Finance,Opend,Abhishek Rai,19-May-2026 11:10 AM,,BOQ Comparative Chart,AOC,"63,300",No,percentage,2.0%,Nil,Nil,896.0,Nil,Nil,No,EXECUTIVE ENGINEER,Vikash Bhawan,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,81/EE/RED/GKP/25-26 Date 09-04-2026,2026_REDUP_1144823_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-May-2026 09:00 AM,12-May-2026 09:00 AM,06-May-2026 09:00 AM,11-May-2026 12:00 PM,NA ,NA ,06-May-2026 09:00 AM,11-May-2026 12:00 PM,18-May-2026 05:00 PM,1,Fee/PreQual/Technical,.pdf,Technical Bid,Block-Gola mein Pahadpur Kohari Kohra Sampark Marg se Lagunahi mein Shailendra Ojha ke Ghar Tak Pitch Road ka Nirman Karya,Block-Gola mein Pahadpur Kohari Kohra Sampark Marg se Lagunahi mein Shailendra Ojha ke Ghar Tak Pitch Road ka Nirman Karya,Please refer Tender documents. ,NA ,"31,65,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,2,6104835,M/S YASH TRADERS,11-May-2026 09:38 AM,Rejected-AOC,L2,06-Jun-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,AOC
