Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
17-Feb-2026 05:00 PM,05-Mar-2026 11:00 AM,17-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,17-Feb-2026 05:00 PM,27-Feb-2026 05:00 PM,17-Apr-2026 11:00 AM,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/717 DATED-13.02.2026,2026_GNIDA_1116526_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Providing and laying interlocking tiles and Drain work in Village Acheja, Greater Noida.","Providing and laying interlocking tiles and Drain work in Village Acheja, Greater Noida.",REFER TENDER DOCUMENT ,NA ,"33,26,385",Civil Works,DEVELOPMENT WORK ,Tender,90.0,180.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,SM_TENDER CELL,GNIDA OFFICE,930.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP","67,000",No,fixed,,Nil,Nil,AOC,Technical,UNDER EVALUATION,PRABHAT SHANKAR,05-Mar-2026 11:51 AM,,GM_PROJECT,Internal,DGM_FINANCE SM_WC-8 SM_TECHNICAL,PRABHAT SHANKAR,09-Jun-2026 04:20 PM,finsummary_2073824.pdf (166.09 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,17-Apr-2026 02:28 PM,,BOQ Comparative Chart,GM_PROJECT,Internal,DGM_FINANCE SM_WC-8 SM_TECHNICAL,PRABHAT SHANKAR,16-Apr-2026 07:30 PM,17-Apr-2026 11:00 AM,techsummary_2073824.pdf (192.90 KB),09-Jun-2026,"INR 2,160,487.59",180.0,PRABHAT SHANKAR,09-Jun-2026 04:24 PM,325.pdf (466.00 KB),AWARD LETTER,1,5937261,BALAJI CONSTRUCTION,27-Feb-2026 03:11 PM,Rejected-Finance,L4,09-Jun-2026 04:20 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1116526_4,SM/(E-TENDER CELL)/2026/717 DATED-13.02.2026,"Providing and laying interlocking tiles and Drain work in Village Acheja, Greater Noida.",1.0,5929414.0,JSG Builder,INR,"2,160,487.59",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5917426,DEEPAK BUILDERS,23-Feb-2026 03:36 PM,Rejected-Finance,L2,09-Jun-2026 04:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5929414,JSG Builder,27-Feb-2026 08:39 AM,Accepted-AOC,L1,09-Jun-2026 04:25 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5931924,M/S VEDANT AND CO,27-Feb-2026 03:55 PM,Rejected-Finance,L3,09-Jun-2026 04:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5929958,OM CONSTRUCTION AND SUPPLIER,25-Feb-2026 04:37 PM,Rejected-Technical,DIS-QUALIFIED,16-Apr-2026 07:30 PM,,,,,,,,,,AOC
