Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||ID, etawah",02/EE/2026-27,2026_UPIDC_1151140_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Maintenance of Sirsa drain from Km. 0.000 to 12.500,Maintenance of Sirsa drain from Km. 0.000 to 12.500,Please Refer Tender Document ,NA ,"29,50,000",Civil Works - Others,NA ,Tender,90.0,20.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,Executive Engineer,Irrigation Division Near Numise Chauraha Etawah,1.0,Fee/PreQual/Technical,.pdf,NIT,354.0,Nil,Nil,No,"2,95,000",No,fixed,,Nil,Nil,22-May-2026 12:00 PM,28-May-2026 01:00 PM,22-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,22-May-2026 12:00 PM,28-May-2026 12:00 PM,01-Jun-2026 01:00 PM,AOC,Ramesh Chandra,Internal,,RAMESH CHANDRA,03-Jun-2026 05:37 PM,finsummary_2156152.pdf (99.99 KB),Technical,All Admitted,RAMESH CHANDRA,30-May-2026 05:41 PM,,Ramesh Chandra,Internal,,RAMESH CHANDRA,30-May-2026 05:46 PM,01-Jun-2026 01:00 PM,techsummary_2156152.pdf (100.39 KB),Finance,All Admitted,RAMESH CHANDRA,01-Jun-2026 02:26 PM,,BOQ Comparative Chart,1,6148300,A K INFRATECH,28-May-2026 11:24 AM,Rejected-AOC,L2,03-Jun-2026 05:40 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||ID, etawah",2026_UPIDC_1151140_3,02/EE/2026-27,Maintenance of Sirsa drain from Km. 0.000 to 12.500,1.0,6146728.0,M/s CHANCHAL ASSOCIATES,INR,"1,297,480.8",04-Jun-2026,"INR 1,297,480.8",20.0,RAMESH CHANDRA,03-Jun-2026 05:40 PM,sissa_accept.pdf (179.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6146728,M/s CHANCHAL ASSOCIATES,28-May-2026 11:28 AM,Accepted-AOC,L1,03-Jun-2026 05:40 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6138519,M/S CHANDRAPAL SINGH,24-May-2026 10:29 AM,Rejected-AOC,L3,03-Jun-2026 05:40 PM,,,,,,,,,,,,,,,,AOC
